date,Los Angeles,Orange,San Diego,Riverside,San Bernardino,Santa Clara,Alameda,Sacramento,Contra Costa,Fresno,Ventura,San Francisco,Kern,San Mateo,San Joaquin,Stanislaus,Sonoma,Tulare,Solano,Monterey,Santa Barbara,Placer,San Luis Obispo,Santa Cruz,Merced,Marin,Butte,Yolo,El Dorado,Shasta,Imperial,Kings,Madera,Napa,Humboldt,Nevada,Sutter,Mendocino,Yuba,Lake,Tehama,Tuolumne,San Benito,Calaveras,Siskiyou,Amador,Lassen,Del Norte,Glenn,Plumas,Colusa,Mariposa,Inyo,Trinity,Mono,Modoc,Sierra,Alpine
2000-09-30,207001.0,262800.0,219550.0,161075.0,128250.0,433150.0,316450.0,152781.5,268200.0,108150.0,254350.0,494500.0,94225.0,483000.0,174875.0,137500.0,285850.0,95550.0,195700.0,272450.0,214725.0,238775.0,237075.0,371350.0,129825.0,496350.0,126875.0,171875.0,194700.0,115250.0,114875.0,78575.0,112750.0,269900.0,125075.0,228350.0,121600.0,172300.0,95850.0,119000.0,98800.0,135950.0,319325.0,149250.0,101650.0,143675.0,108911.3,,82769.2308,121117.6471,,115875.0,147725.0,87750.0,169250.0,,,102500.0
2000-10-31,206450.3,264600.0,222500.0,163800.0,129352.0,436650.0,324200.0,154938.5,271050.0,111225.0,258225.0,500150.0,94125.0,494650.0,177175.0,137275.0,288750.0,93025.0,197100.0,279375.0,206250.0,242800.0,238900.0,382000.0,134325.0,501000.0,127675.0,167200.0,196950.0,116525.0,116600.0,81725.0,116600.0,270600.0,123475.0,233300.0,119550.0,171000.0,94250.0,124300.0,97300.0,134050.0,321175.0,153200.0,102102.0,148575.0,100597.7,160000.0,80058.8235,,,105325.0,127625.0,85500.0,157200.0,,,
2000-11-30,207801.0,266400.0,224750.0,165000.0,129908.9,443750.0,335550.0,156900.0,276000.0,110100.0,261500.0,506150.0,93450.0,496900.0,184000.0,138425.0,299650.0,94250.0,198300.0,283825.0,204875.0,248450.0,239850.0,386000.0,139100.0,536150.0,126150.0,169850.0,212254.5,115250.0,117150.0,81600.0,119200.0,279550.0,126025.0,231100.0,123775.0,172150.0,99375.0,125700.0,90650.0,135300.0,321500.0,157525.0,106513.9,150375.0,95250.0,,,140769.2308,100000.0,,137200.0,88250.0,170350.0,,,
2000-12-31,209250.7,272450.0,227100.0,168450.0,131493.1,450850.0,337225.0,156350.0,280500.0,109400.0,266150.0,517200.0,94000.0,492200.0,185700.0,139900.0,301350.0,98450.0,198700.0,286050.0,199550.0,250375.0,240500.0,393250.0,141650.0,533000.0,127925.0,173000.0,219043.15,115000.0,117575.0,80950.0,116300.0,278850.0,126050.0,226875.0,125950.0,174100.0,102525.0,129250.0,93950.0,134700.0,331375.0,158775.0,101863.1,151125.0,98550.0,100384.6154,79538.4615,159117.6471,114705.8824,102900.0,163600.0,94800.0,175200.0,,,
2001-01-31,205001.3,271075.0,233625.0,167415.0,128550.0,451750.0,338775.0,157950.0,283375.0,105850.0,262025.0,510250.0,93200.0,494700.0,186500.0,139745.0,300650.0,97250.0,203500.0,293025.0,199450.0,249050.0,242850.0,392750.0,143175.0,530600.0,131425.0,182400.0,222186.35,113775.0,118750.0,81825.0,106450.0,282100.0,126675.0,224025.0,121225.0,167500.0,98500.0,124450.0,88425.0,132625.0,340700.0,166300.0,94800.0,145625.0,90700.0,88382.3529,,,,117200.0,,,194000.0,,,112000.0
2001-02-28,205001.7,274750.0,238600.0,172535.0,130200.0,460250.0,336750.0,161250.0,287125.0,109900.0,259100.0,516250.0,95200.0,523050.0,192275.0,144755.0,303500.0,95950.0,212650.0,292475.0,212000.0,250025.0,254400.0,399000.0,145775.0,550250.0,131575.0,185275.0,226550.0,116800.0,122125.0,84825.0,110025.0,278500.0,123700.0,221650.0,118050.0,159750.0,91950.0,115950.0,90925.0,145425.0,351375.0,164600.0,95500.0,145300.0,108750.0,,90384.6154,,,113500.0,206461.5385,75923.0769,,,,
2001-03-31,212451.0,277775.0,240275.0,176800.0,135300.0,466150.0,352750.0,166400.0,294250.0,113450.0,262700.0,548250.0,96675.0,519250.0,195950.0,150850.0,305150.0,97025.0,216200.0,295650.0,212925.0,253500.0,259500.0,415250.0,144400.0,570750.0,133675.0,183075.0,230400.0,118950.0,121750.0,87050.0,112650.0,283000.0,125150.0,224950.0,123375.0,162750.0,90350.0,116500.0,95400.0,145325.0,355350.0,162100.0,88200.0,150700.0,127500.0,90576.9231,88205.8824,126000.0,,114450.0,175529.4118,79294.1176,226150.0,,,
2001-04-30,216800.3,282350.0,241400.0,179025.0,138950.0,459500.0,356900.0,171600.0,298500.0,116675.0,262500.0,548900.0,97750.0,508725.0,201225.0,155250.0,305450.0,96475.0,223600.0,305500.0,208125.0,259575.0,265750.0,422750.0,141900.0,576750.0,129600.0,182825.0,240675.0,123000.0,124250.0,86100.0,114350.0,301550.0,124775.0,233650.0,129625.0,167400.0,87725.0,131200.0,96750.0,145425.0,352300.0,161250.0,92500.0,150325.0,131500.0,100882.3529,83100.0,,,122300.0,,83125.0,230475.0,,,
2001-05-31,221625.0,286750.0,240875.0,179075.0,140000.0,452850.0,354350.0,174250.0,300000.0,117125.0,266200.0,539100.0,97675.0,506025.0,197800.0,157200.0,309000.0,97750.0,227900.0,308600.0,219750.0,256875.0,263500.0,420050.0,148800.0,552750.0,133650.0,190500.0,252125.0,126100.0,123450.0,85275.0,116925.0,311100.0,127525.0,228700.0,128550.0,169350.0,98475.0,133900.0,100750.0,146500.0,365200.0,165261.5,99150.0,153425.0,122600.0,109475.0,87325.0,113692.3077,88000.0,128000.0,137425.0,74725.0,,,,
2001-06-30,226375.0,289250.0,244875.0,181000.0,141500.0,455000.0,353075.0,179000.0,302500.0,121650.0,271000.0,525750.0,100575.0,508850.0,198300.0,159850.0,307800.0,102505.0,231500.0,300700.0,222700.0,258800.0,265500.0,408700.0,151450.0,539900.0,139150.0,201975.0,245925.0,126200.0,125500.0,88425.0,121100.0,309725.0,128600.0,235650.0,131700.0,195900.0,99750.0,133250.0,111000.0,148325.0,358950.0,167945.55,107350.0,153500.0,122150.0,106875.0,89454.5,117941.1765,,120650.0,160725.0,80150.0,,,,
2001-07-31,229250.0,292500.0,247400.0,182400.0,142550.0,453500.0,354175.0,180550.0,303250.0,125150.0,276250.0,516500.0,104850.0,510150.0,194950.0,162650.0,313700.0,101845.0,233050.0,310750.0,229750.0,258750.0,267300.0,405500.0,152400.0,557300.0,143575.0,206200.0,236750.0,130450.0,126675.0,91200.0,119650.0,311125.0,133400.0,233750.0,134600.0,197975.0,99200.0,135200.0,109250.0,156991.0,351125.0,171965.95,109275.0,159600.0,127850.0,117900.0,94893.15,140725.0,,106050.0,163725.0,98600.0,,,,
2001-08-31,230001.0,296250.0,249325.0,183500.0,143500.0,444000.0,350000.0,180375.0,311300.0,124350.0,275900.0,504000.0,107825.0,500000.0,199700.0,164375.0,307750.0,102200.0,233350.0,312550.0,226750.0,266275.0,271850.0,407275.0,150100.0,553550.0,145025.0,198600.0,237350.0,131000.0,128750.0,93675.0,121875.0,314863.5,136975.0,243500.0,136675.0,195700.0,98425.0,135950.0,105550.0,153588.7,347875.0,167600.0,112375.0,161450.0,127632.0,118600.0,93561.35,139725.0,148500.0,114550.0,163125.0,106250.0,199230.7692,,,320000.0
2001-09-30,231500.7,297400.0,249775.0,187850.0,145350.0,434750.0,348000.0,179900.0,312100.0,125250.0,282750.0,502250.0,107100.0,496500.0,197550.0,164925.0,303000.0,103400.0,235150.0,314750.0,225800.0,267825.0,270600.0,404475.0,148525.0,536000.0,144925.0,193900.0,242525.0,126750.0,131625.0,101125.0,121225.0,335454.45,139275.0,247875.0,140925.0,183125.0,101950.0,130600.0,99500.0,146227.3,346750.0,170450.0,102600.0,166275.0,,,101700.0,,133607.0588,114400.0,160300.0,97500.0,169117.6471,,,
2001-10-31,229550.3,300550.0,249000.0,189300.0,145550.0,428250.0,343550.0,182425.0,306350.0,125750.0,285100.0,493500.0,106275.0,499950.0,199150.0,167250.0,309500.0,104950.0,235400.0,304250.0,228200.0,262650.0,272550.0,401500.0,150400.0,525500.0,139900.0,195550.0,237475.0,126200.0,131400.0,92050.0,120500.0,336559.05,134850.0,240375.0,142050.0,197550.0,103675.0,128500.0,101550.0,145050.0,338250.0,164550.0,109450.0,162725.0,105904.6,,102650.0,137461.5385,,120350.0,149450.0,97200.0,163500.0,,,
2001-11-30,229400.0,300775.0,249300.0,189950.0,146800.0,429250.0,345200.0,186250.0,307500.0,128650.0,290250.0,500500.0,105925.0,501300.0,199450.0,169325.0,307250.0,107675.0,235300.0,307000.0,230950.0,264825.0,281450.0,400000.0,154675.0,548250.0,142175.0,201100.0,245400.0,125600.0,129600.0,87700.0,117075.0,355100.0,134250.0,247000.0,138775.0,179500.0,106900.0,123900.0,105150.0,157800.0,336250.0,166550.0,115050.0,160800.0,120000.0,130000.0,102850.0,,,120250.0,142800.0,,137150.0,,,132500.0
2001-12-31,231551.0,305525.0,253700.0,195850.0,150300.0,430950.0,347800.0,186650.0,312700.0,129750.0,294150.0,501250.0,108000.0,493250.0,205150.0,169600.0,305770.0,107825.0,238500.0,311300.0,237000.0,266975.0,289250.0,399500.0,152000.0,521800.0,139025.0,210850.0,256600.0,127450.0,124800.0,84450.0,120250.0,344800.0,134425.0,252300.0,138475.0,177850.0,101425.0,122350.0,116050.0,160450.0,331300.0,175700.0,114475.0,160700.0,125650.0,,97850.0,,,108250.0,150050.0,,163575.0,,,
2002-01-31,235900.7,302500.0,259550.0,192736.5,149425.0,429500.0,349200.0,185775.0,307750.0,128650.0,290550.0,489000.0,107400.0,479750.0,203500.0,167225.0,298680.0,103700.0,237450.0,324700.0,239500.0,262300.0,295550.0,403650.0,149825.0,520200.0,140725.0,212225.0,251150.0,134900.0,127050.0,87200.0,124000.0,339025.0,135075.0,251700.0,138750.0,178100.0,109675.0,128200.0,114950.0,155625.0,327650.0,178750.0,108775.0,163200.0,131650.0,,85700.0,,,103750.0,143400.0,,171775.0,,,
2002-02-28,237251.3,305800.0,267925.0,193775.55,150975.0,433750.0,352650.0,187575.0,307550.0,126950.0,296800.0,496250.0,107600.0,484522.5,201500.0,170600.0,302229.5,102625.0,236800.0,337000.0,248300.0,264300.0,291350.0,412650.0,154275.0,525400.0,145300.0,205275.0,254500.0,133050.0,127500.0,88925.0,127950.0,331850.0,135000.0,254875.0,133150.0,186000.0,118750.0,133550.0,105500.0,147375.0,332800.0,174700.0,113250.0,159550.0,121650.0,72692.3077,83350.0,,,110250.0,,,149325.0,,,
2002-03-31,243800.7,313200.0,275175.0,197410.95,152850.0,442700.0,361450.0,189250.0,316000.0,126150.0,302000.0,522250.0,108700.0,493590.75,206500.0,173500.0,312903.15,103650.0,241025.0,331000.0,256100.0,267550.0,298525.0,420700.0,155850.0,556600.0,150950.0,209300.0,258025.0,133600.0,128600.0,92425.0,129225.0,340825.0,136500.0,262625.0,140550.0,202800.0,121750.0,137350.0,104775.0,153875.0,332750.0,172800.0,100750.0,159000.0,113225.0,,88350.0,,,119725.0,174423.0769,85000.0,,,,
2002-04-30,250550.3,323500.0,278425.0,199925.0,156025.0,455850.0,375050.0,192500.0,327750.0,127000.0,310000.0,533750.0,111450.0,511681.75,212050.0,176500.0,321501.35,103275.0,246075.0,323750.0,261250.0,268350.0,302950.0,425250.0,156750.0,575750.0,150400.0,218650.0,261575.0,138950.0,129200.0,89250.0,129825.0,340250.0,134550.0,262150.0,146975.0,209050.0,123000.0,141550.0,103625.0,162925.0,336500.0,174225.0,95600.0,168250.0,113125.0,,90800.0,155000.0,,136025.0,,102058.8235,235750.0,,,
2002-05-31,256251.0,333500.0,284075.0,201225.0,155225.0,462750.0,382600.0,199250.0,336000.0,128200.0,317000.0,555800.0,114725.0,523750.0,219200.0,178550.0,330125.0,103950.0,254050.0,324500.0,265450.0,276450.0,309875.0,440700.0,158200.0,589250.0,154900.0,229650.0,265850.0,143500.0,131350.0,89500.0,131925.0,349275.0,139400.0,274400.0,150000.0,223675.0,121529.5,146600.0,104550.0,171100.0,341750.0,181625.0,103650.0,172800.0,119825.0,,95100.0,,122273.0,138150.0,177000.0,107400.0,245800.0,,,
2002-06-30,262401.7,343500.0,293000.0,202700.0,156425.0,467500.0,392477.5,203500.0,341750.0,133100.0,324950.0,563700.0,115475.0,539250.0,228150.0,182700.0,336350.0,108550.0,258350.0,333150.0,270925.0,285050.0,322650.0,450050.0,162050.0,609000.0,163200.0,240000.0,267800.0,150000.0,134050.0,94600.0,137150.0,363275.0,145050.0,275325.0,154400.0,229875.0,123143.15,154250.0,109550.0,169100.0,346775.0,186450.0,113000.0,177250.0,127875.0,,,130769.2308,115053.5882,134425.0,170470.5882,115425.0,220100.0,,,
2002-07-31,265802.0,348500.0,303350.0,206700.0,158325.0,469750.0,397734.25,209000.0,346250.0,134975.0,328550.0,560500.0,116800.0,544500.0,228850.0,184850.0,343900.0,109800.0,263750.0,330850.0,271525.0,286925.0,326500.0,456975.0,164250.0,610850.0,167000.0,241350.0,275300.0,146500.0,134050.0,100400.0,140625.0,364450.0,155400.0,287825.0,153075.0,236600.0,126236.35,156000.0,117000.0,174000.0,354125.0,190175.0,116700.0,188950.0,124300.0,100000.0,115375.0,137029.4118,134340.95,132425.0,197400.0,122175.0,231350.0,,,
2002-08-31,268501.0,355000.0,310250.0,211600.0,158450.0,465350.0,399993.25,214050.0,351400.0,142875.0,335825.0,553300.0,118550.0,540750.0,231850.0,187825.0,348150.0,111100.0,270125.0,332250.0,278250.0,288325.0,332350.0,460025.0,165000.0,599400.0,169450.0,248450.0,281650.0,143600.0,134450.0,100725.0,139425.0,359400.0,158400.0,287950.0,163100.0,243800.0,132650.0,148250.0,109950.0,176750.0,363350.0,192975.0,128500.0,190250.0,128250.0,108823.5294,103950.0,132050.0,149750.0,146725.0,195450.0,120125.0,202850.0,,,
2002-09-30,269550.3,358000.0,313725.0,214250.0,161625.0,462900.0,396500.0,220325.0,351100.0,147250.0,338875.0,542950.0,122200.0,541500.0,236150.0,189825.0,346100.0,110550.0,278375.0,341000.0,290000.0,289500.0,336200.0,460700.0,167500.0,590875.0,169900.0,252775.0,274725.0,147100.0,133950.0,106175.0,138750.0,368100.0,159750.0,298100.0,165225.0,246250.0,139475.0,157250.0,114300.0,183800.0,361000.0,209050.0,130550.0,186275.0,117600.0,,93525.0,,133300.0,138875.0,192800.0,109875.0,194650.0,,,
2002-10-31,270501.0,359650.0,313275.0,217500.0,164125.0,463375.0,392050.0,223700.0,353150.0,147150.0,340125.0,544750.0,122750.0,536000.0,236750.0,192850.0,345875.0,109300.0,282650.0,344250.0,300575.0,293175.0,340200.0,455300.0,172750.0,589275.0,168150.0,252575.0,285575.0,154175.0,134975.0,96050.0,140700.0,372500.0,160700.0,306450.0,171925.0,223175.0,138525.0,165250.0,115200.0,180850.0,357250.0,217150.0,132800.0,186675.0,126450.0,133100.0,103600.0,,,132400.0,,107600.0,239250.0,45000.0,,199000.0
2002-11-30,275351.7,362850.0,316450.0,223000.0,165675.0,462125.0,386100.0,227425.0,357775.0,147100.0,344925.0,553750.0,124950.0,532250.0,238250.0,195400.0,347325.0,111550.0,282000.0,340550.0,297025.0,297175.0,338050.0,444000.0,179950.0,601100.0,171100.0,250750.0,282250.0,160525.0,135125.0,96700.0,147900.0,382125.0,160200.0,314425.0,174050.0,234400.0,135850.0,167325.0,121300.0,179950.0,355000.0,216750.0,127850.0,188550.0,129375.0,149850.0,109150.0,,163730.7692,138900.0,236153.8462,105150.0,263600.0,,,
2002-12-31,277652.0,367100.0,323800.0,227625.0,167425.0,460500.0,392050.0,228500.0,365025.0,144550.0,348500.0,558700.0,127500.0,525000.0,239250.0,198200.0,346700.0,108775.0,285100.0,342050.0,307400.0,296650.0,333050.0,443250.0,182800.0,592875.0,173650.0,252500.0,300250.0,163750.0,141841.0,95700.0,153850.0,379700.0,159700.0,315425.0,175300.0,218350.0,138150.0,168675.0,125425.0,182650.0,361500.0,219900.0,117825.0,199825.0,126275.0,142550.0,117925.0,175000.0,170000.0,135850.0,217647.0588,95050.0,256400.0,,,
2003-01-31,279301.0,365400.0,327000.0,225125.0,169050.0,457325.0,384800.0,225725.0,363800.0,144400.0,344000.0,547450.0,125875.0,519000.0,240500.0,198550.0,343100.0,107425.0,279650.0,355000.0,308000.0,298075.0,335400.0,446700.0,182550.0,572375.0,169000.0,261750.0,286050.0,163350.0,136933.7,95075.0,150050.0,403175.0,169675.0,305275.0,170000.0,220125.0,132300.0,171600.0,128800.0,189775.0,365800.0,209700.0,121675.0,184425.0,124000.0,,114975.0,,,139050.0,223250.0,107700.0,273750.0,,,
2003-02-28,281701.3,371700.0,331450.0,230350.0,172350.0,458675.0,385000.0,227150.0,369000.0,148550.0,348300.0,543600.0,124475.0,520750.0,243600.0,201800.0,345750.0,108700.0,283900.0,352850.0,313500.0,300675.0,344850.0,439550.0,178475.0,553750.0,168300.0,277750.0,292900.0,163950.0,139832.3,98625.0,153950.0,405700.0,171925.0,300425.0,179000.0,236950.0,128550.0,161550.0,137275.0,183725.0,358825.0,201800.0,109350.0,199250.0,110250.0,145961.5385,109600.0,,,134175.0,,120250.0,280454.5,,,
2003-03-31,287901.7,379450.0,336300.0,236100.0,178750.0,459600.0,392875.0,233875.0,366750.0,151800.0,355950.0,540000.0,125350.0,533500.0,244925.0,201450.0,353500.0,114900.0,289950.0,358050.0,314375.0,305050.0,358550.0,437500.0,183475.0,581500.0,176200.0,274500.0,303775.0,167800.0,143000.0,102425.0,157100.0,413800.0,172250.0,296000.0,178750.0,261200.0,157700.0,156600.0,142750.0,190000.0,360625.0,207825.0,122750.0,201750.0,126200.0,147352.9412,118250.0,174230.7692,,156850.0,236153.8462,130875.0,276709.15,,,
2003-04-30,297152.5,387600.0,339250.0,239550.0,182900.0,467650.0,398825.0,239500.0,376800.0,156500.0,369950.0,547550.0,129050.0,544500.0,250225.0,203250.0,356500.0,118650.0,293250.0,368325.0,318375.0,311750.0,371250.0,449150.0,188750.0,604500.0,181825.0,266250.0,305775.0,166775.0,144275.0,101600.0,162650.0,417075.0,176525.0,300225.0,185750.0,269800.0,162700.0,166100.0,137000.0,193900.0,367850.0,216925.0,123250.0,198000.0,134000.0,169675.0,122000.0,177352.9412,,164425.0,202676.4706,,,,,
2003-05-31,307101.35,394450.0,345000.0,240000.0,185675.0,470250.0,402800.0,241950.0,380900.0,159352.5,382300.0,557450.0,130250.0,551750.0,252000.0,206750.0,358600.0,121000.0,299300.0,362975.0,314600.0,317400.0,375350.0,460050.0,192200.0,615000.0,188150.0,265750.0,314750.0,170375.0,145950.0,100825.0,164450.0,434100.0,185925.0,313775.0,180950.0,266750.0,156600.0,180200.0,133850.0,205200.0,370475.0,227900.0,121091.0,199000.0,137150.0,157200.0,126775.0,,158500.0,169400.0,218125.0,93750.0,245877.3,,,
2003-06-30,312825.45,402450.0,353500.0,245000.0,190125.0,473250.0,411250.0,246175.0,384250.0,161281.75,394750.0,574000.0,134300.0,566250.0,258950.0,211250.0,368900.0,123200.0,300700.0,369900.0,316150.0,325975.0,380600.0,479550.0,191350.0,632500.0,188400.0,277000.0,332250.0,178175.0,146500.0,108950.0,170150.0,437375.0,186600.0,319850.0,187800.0,261450.0,143550.0,182850.0,129965.0,209125.0,378325.0,230550.0,128663.7,216750.0,132650.0,155225.0,126550.0,156923.0769,155264.7059,175100.0,253350.0,84750.0,,,,
2003-07-31,321526.5,412650.0,361000.0,248500.0,194950.0,476250.0,417900.0,249875.0,387050.0,164820.75,396375.0,564850.0,137800.0,565900.0,263050.0,217900.0,372150.0,126050.0,305250.0,385800.0,329400.0,326950.0,379000.0,473000.0,196359.0,657750.0,199075.0,280950.0,342700.0,185925.0,149475.0,117775.0,173500.0,439450.0,193175.0,314900.0,190675.0,264775.0,147650.0,186350.0,134210.0,210525.0,384450.0,235500.0,132927.3,227050.0,133250.0,140525.0,132025.0,,174825.0,171700.0,240000.0,95550.0,345525.0,,,
2003-08-31,332226.05,418700.0,365750.0,254000.0,199900.0,478900.0,419200.0,255200.0,389250.0,170850.0,400775.0,567900.0,145700.0,565350.0,269237.0,221650.0,383700.0,126800.0,310650.0,404500.0,347975.0,331125.0,389350.0,475000.0,200636.3,659100.0,207375.0,282300.0,342550.0,184250.0,152675.0,127925.0,177000.0,443750.0,198025.0,313300.0,201025.0,263684.0,155800.0,190500.0,131775.0,219500.0,381200.0,231575.0,138550.0,234775.0,129250.0,137625.0,134350.0,146075.0,179450.0,174800.0,275725.0,100950.0,347075.0,,,
2003-09-30,336775.45,424850.0,365050.0,259300.0,197250.0,478350.0,417950.0,257700.0,395000.0,171625.0,403350.0,572000.0,145700.0,564250.0,268965.9,224500.0,383550.0,128225.0,319100.0,405250.0,347550.0,336000.0,388900.0,481325.0,202822.7,638900.0,209625.0,288375.0,337075.0,189000.0,157050.0,125525.0,175900.0,450650.0,199850.0,317450.0,201700.0,282036.3,150950.0,196400.0,136150.0,221650.0,381950.0,245200.0,139650.0,230575.0,131250.0,135450.0,134800.0,178600.0,202275.0,177575.0,289275.0,112500.0,311200.0,70000.0,,
2003-10-31,335451.5,425800.0,367250.0,260750.0,198000.0,478950.0,416150.0,259325.0,391500.0,170825.0,404500.0,579525.0,145350.0,562500.0,271971.1,222550.0,386600.0,128800.0,323500.0,402250.0,342825.0,344250.0,392250.0,478575.0,206250.0,631000.0,210850.0,290375.0,333475.0,187750.0,157750.0,122175.0,175250.0,444100.0,201050.0,319950.0,204925.0,286797.7,156500.0,206600.0,127550.0,223850.0,383500.0,244475.0,144300.0,229600.0,134075.0,147400.0,134650.0,200550.0,208100.0,175425.0,275200.0,122500.0,273775.0,72941.1765,,268000.0
2003-11-30,337102.55,429100.0,368950.0,262450.0,201450.0,482300.0,417800.0,263025.0,396350.0,175000.0,407150.0,585525.0,146700.0,565250.0,275550.0,223400.0,393150.0,127075.0,325000.0,405000.0,338825.0,356000.0,400500.0,478200.0,209275.0,639550.0,205575.0,289075.0,343650.0,187250.0,153950.0,125000.0,172350.0,458000.0,198225.0,332800.0,201300.0,294075.0,154800.0,210250.0,129950.0,231500.0,394500.0,247150.0,145050.0,234750.0,137700.0,168875.0,143850.0,209700.0,205000.0,194350.0,,143325.0,295775.0,,,
2003-12-31,341453.0,437450.0,380000.0,268900.0,207500.0,483425.0,423750.0,267275.0,398275.0,178500.0,416600.0,581450.0,148150.0,573150.0,280225.0,226750.0,400850.0,129100.0,322500.0,416000.0,346725.0,354500.0,417400.0,488150.0,214275.0,652450.0,201375.0,293375.0,364050.0,186525.0,155550.0,125500.0,175750.0,451500.0,196125.0,340250.0,200250.0,286725.0,160275.0,201250.0,137450.0,227575.0,399150.0,260750.0,135275.0,238600.0,139300.0,161875.0,143800.0,,216425.0,198900.0,238461.5385,125925.0,325000.0,,,
2004-01-31,346753.0,443550.0,385500.0,275100.0,206525.0,484375.0,420650.0,269475.0,393525.0,178000.0,425250.0,569750.0,144825.0,570850.0,279825.0,231250.0,401750.0,127950.0,320750.0,435250.0,349950.0,359225.0,420850.0,509150.0,214200.0,651000.0,202150.0,288950.0,346250.0,191675.0,159900.0,124900.0,177500.0,445250.0,195000.0,337050.0,194125.0,286925.0,167975.0,200850.0,146000.0,221175.0,391100.0,253775.0,128675.0,250025.0,138675.0,153000.0,139450.0,176538.4615,195900.0,192350.0,,131850.0,374950.0,,,
2004-02-29,351751.5,456850.0,391450.0,281975.0,209450.0,488700.0,427100.0,274000.0,395300.0,181100.0,429250.0,569750.0,147875.0,582250.0,281750.0,236650.0,400750.0,132400.0,326250.0,436250.0,356750.0,365025.0,410800.0,498850.0,215075.0,647250.0,211600.0,286225.0,343500.0,191825.0,166075.0,127000.0,187300.0,457500.0,200000.0,330125.0,201150.0,288000.0,193500.0,197400.0,149250.0,220775.0,393350.0,260825.0,140525.0,251960.0,146625.0,147200.0,143750.0,179705.8824,,175950.0,,130900.0,361300.0,,,215000.0
2004-03-31,364750.45,475700.0,408800.0,292050.0,216325.0,506300.0,434500.0,280300.0,405550.0,191150.0,440000.0,597750.0,152025.0,598000.0,286850.0,240775.0,408250.0,139850.0,329375.0,443000.0,364200.0,368750.0,412200.0,499425.0,217475.0,662000.0,216250.0,294875.0,357650.0,193975.0,167570.5,127100.0,190300.0,482250.0,206000.0,344925.0,206850.0,303100.0,212500.0,201150.0,145000.0,225375.0,422150.0,265350.0,150725.0,240515.0,142375.0,123650.0,150600.0,,180769.2308,180200.0,310000.0,144750.0,418050.0,,,253823.5294
2004-04-30,380851.5,499200.0,422500.0,303975.0,226075.0,516650.0,448250.0,286450.0,423250.0,197750.0,460500.0,629000.0,159625.0,620250.0,294625.0,247125.0,423275.0,144150.0,337595.0,462000.0,377550.0,378900.0,419650.0,525325.0,224400.0,679900.0,221950.0,312175.0,376100.0,194600.0,168481.85,119850.0,189900.0,500500.0,212750.0,363275.0,217500.0,304275.0,226950.0,211350.0,143500.0,228250.0,447500.0,277300.0,152500.0,237050.0,138000.0,129300.0,151400.0,193923.0769,221647.0588,202750.0,315882.3529,148750.0,,,,
2004-05-31,393101.05,518750.0,436400.0,313950.0,234750.0,530300.0,461300.0,294250.0,439850.0,206250.0,482200.0,645550.0,167500.0,636250.0,303725.0,253400.0,434952.5,148150.0,343054.0,470000.0,390125.0,383825.0,424450.0,549800.0,229500.0,692950.0,234150.0,329575.0,384500.0,202650.0,171713.65,118275.0,194800.0,515475.0,222450.0,360625.0,227500.0,312475.0,233700.0,224100.0,154150.0,249000.0,451000.0,272600.0,160750.0,251275.0,137000.0,145075.0,160400.0,,227150.0,198300.0,276000.0,138250.0,325150.0,,,
2004-06-30,403452.45,530250.0,445100.0,323625.0,245375.0,541250.0,476700.0,301250.0,451650.0,214375.0,494975.0,667200.0,175800.0,650500.0,310500.0,257925.0,446159.25,153600.0,351766.0,478650.0,409925.0,395525.0,438650.0,545050.0,235700.0,709375.0,243150.0,336250.0,383200.0,212750.0,168600.0,125125.0,216050.0,517525.0,239050.0,373250.0,234575.0,321500.0,241050.0,241850.0,158525.0,253500.0,459750.0,283000.0,172000.0,259200.0,163900.0,164825.0,164350.0,218100.0,234125.0,214675.0,277750.0,115750.0,297600.0,60000.0,,
2004-07-31,407853.4,528000.0,449750.0,329925.0,254550.0,542975.0,485950.0,308925.0,456625.0,217875.0,496825.0,672250.0,178800.0,656900.0,318900.0,263375.0,457293.25,155700.0,359700.0,485100.0,425950.0,399500.0,452450.0,544675.0,237800.0,721400.0,243200.0,341450.0,386800.0,221000.0,176150.0,133625.0,232400.0,509227.0,247200.0,388650.0,243300.0,318150.0,234150.0,241550.0,164625.0,251850.0,465250.0,288000.0,173000.0,274475.0,172850.0,190600.0,165250.0,216176.4706,226425.0,184425.0,263500.0,143150.0,302750.0,,,
2004-08-31,407154.0,525625.0,455350.0,335800.0,260450.0,541275.0,485050.0,313225.0,461425.0,224300.0,498250.0,677250.0,182550.0,654500.0,326100.0,272125.0,460775.0,160625.0,371450.0,491750.0,437250.0,403250.0,455150.0,544375.0,245800.0,727500.0,246050.0,351300.0,389525.0,226750.0,182350.0,135100.0,233750.0,517408.9,235450.0,397850.0,244375.0,320350.0,246650.0,245000.0,163850.0,250300.0,489300.0,295750.0,163650.0,274450.0,172850.0,175100.0,179650.0,196750.0,241900.0,197600.0,291750.0,141175.0,312750.0,,,
