,Rank2016,District,City,RegionName,County,Score2016,Score2015,Rank2015,SchoolDiggerRating,sold_15,sold_16,list_15,list_16,one_15,one_16,two_15,two_16,thre_15,thre_16,four_15,four_16,five_15,five_16,cond_15,cond_16,trip_15,trip_16,sfr_15,sfr_16
282,196.0,Golden Valley Unified,Madera,93636,Madera,0.7164936,0.7310962,185,4.0,270589.7436,264582.352933,295952.083333,330241.666667,,,,,,,,,,,,,,,295952.083333,330241.666667
283,197.0,Murrieta Valley Unified,Murrieta,92562,Riverside,0.7164069,0.7362046,174,4.0,353195.833333,370166.666667,402399.916667,425306.208333,,,301916.666667,316910.833333,356475.0,376721.583333,422920.833333,444083.333333,496320.166667,510133.25,,298548.318182,,,415945.833333,436120.791667
284,201.0,Sulphur Springs Union,Canyon Country,91351,Los Angeles,0.7142066,0.7394766,170,4.0,401291.666667,421594.88688,402418.875,435748.958333,,,,,382611.333333,415991.583333,,,,,269602.083333,294483.291667,,,417816.458333,460822.916667
285,202.0,Island Union Elementary,Lemoore,93245,Kings,0.7125501,0.7325968,179,4.0,201670.711645,217743.00904,220322.916667,232812.5,,,,,203171.875,221909.916667,250278.5,257004.166667,,,,,,,221645.833333,233454.166667
286,370.0,Lemoore Union Elementary,Lemoore,93245,Kings,0.5577678,0.5420335,405,3.0,201670.711645,217743.00904,220322.916667,232812.5,,,,,203171.875,221909.916667,250278.5,257004.166667,,,,,,,221645.833333,233454.166667
287,476.0,Central Union Elementary,Lemoore,93245,Kings,0.4900946,0.4201186,570,2.0,201670.711645,217743.00904,220322.916667,232812.5,,,,,203171.875,221909.916667,250278.5,257004.166667,,,,,,,221645.833333,233454.166667
288,492.0,Lemoore Union High,Lemoore,93245,Kings,0.4797782,0.5654493,385,2.0,201670.711645,217743.00904,220322.916667,232812.5,,,,,203171.875,221909.916667,250278.5,257004.166667,,,,,,,221645.833333,233454.166667
289,203.0,Mountain View-Los Altos Union High,Mountain View,94040,Santa Clara,0.7120026,0.6898449,228,4.0,1568050.0,1522390.19607,,,,,,,,,,,,,,,,,,
290,204.0,Pine Ridge Elementary,Auberry,93602,Fresno,0.7112613,0.7777948,136,4.0,,,,246158.333333,,,,,,,,,,,,,,,,246158.333333
291,205.0,Sundale Union Elementary,Tulare,93274,Tulare,0.7108356,0.7282892,188,4.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
292,500.0,Palo Verde Union Elementary,Tulare,93274,Tulare,0.4768684,0.4290336,557,2.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
293,536.0,Tulare Joint Union High,Tulare,93274,Tulare,0.4524217,0.4794897,485,2.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
294,564.0,Oak Valley Union Elementary,Tulare,93274,Tulare,0.4256514,0.5299181,423,2.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
295,592.0,Waukena Joint Union Elementary,Tulare,93274,Tulare,0.4121614,0.5497402,401,2.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
296,653.0,Buena Vista Elementary,Tulare,93274,Tulare,0.3520847,0.3835636,608,1.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
297,667.0,Liberty Elementary,Tulare,93274,Tulare,0.328372,0.3275775,665,1.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
298,703.0,Tulare City,Tulare,93274,Tulare,0.3012668,0.320648,669,1.0,168881.25,178916.666667,204154.166667,227458.25,,,,,179745.416667,199650.0,255025.0,267370.833333,,,,,,,204879.166667,230115.833333
299,206.0,Soquel Union Elementary,Capitola,95010,Santa Cruz,0.7106544,0.6713659,249,4.0,452041.666667,530000.0,,,,,,,,,,,,,,,,,,
300,207.0,Round Valley Joint Elementary,Bishop,93514,Inyo,0.7096602,0.7203161,197,4.0,,440000.0,363561.666667,371804.166667,,,,,319825.0,342888.333333,,,,,,,,,366161.666667,372412.5
301,553.0,Bishop Unified,Bishop,93514,Inyo,0.4370772,0.4815285,482,2.0,,440000.0,363561.666667,371804.166667,,,,,319825.0,342888.333333,,,,,,,,,366161.666667,372412.5
302,,Inyo County ROP,Bishop,93514,Inyo,(n/a),(n/a),(n/a),,,440000.0,363561.666667,371804.166667,,,,,319825.0,342888.333333,,,,,,,,,366161.666667,372412.5
303,208.0,Plumas Lake Elementary,Plumas Lake,95961,Yuba,0.7081508,0.7317682,182,4.0,228427.083333,244979.166667,245972.708333,257791.666667,,,,,213680.333333,226175.0,,,,,,,,,245297.708333,257916.666667
304,209.0,Valle Lindo Elementary,South El Monte,91733,Los Angeles,0.7081331,0.6637086,259,4.0,,420000.0,,,,,,,,,,,,,,,,,,
305,210.0,Alhambra Unified,Alhambra,91803,Los Angeles,0.7068886,0.7231712,191,4.0,512000.0,534411.7647,544440.5,574977.541667,,,,,,,,,,,,,,,565399.5,592920.208333
306,211.0,Ripon Unified,Ripon,95366,San Joaquin,0.7060644,0.7111199,205,4.0,335433.333333,391787.10406,424777.583333,480002.083333,,,,,,,,,,,,,,,425707.375,480212.5
307,213.0,Westminster,Westminster,92683,Orange,0.7035543,0.7023048,214,4.0,536979.166667,554133.333333,558144.833333,592562.5,,,,,535662.458333,566799.166667,632516.666667,669606.166667,,,,,,,563954.166667,594774.583333
308,,Sbc - Pacific Technology,Westminster,92683,Orange,(n/a),(n/a),(n/a),,536979.166667,554133.333333,558144.833333,592562.5,,,,,535662.458333,566799.166667,632516.666667,669606.166667,,,,,,,563954.166667,594774.583333
309,214.0,McSwain Union Elementary,Merced,95341,Merced,0.7032329,0.6626972,262,4.0,150175.79186,159505.20362,164229.208333,172789.583333,,,,,159275.083333,161220.625,,,,,,,,,165650.041667,171952.083333
310,600.0,Plainsburg Union Elementary,Merced,95341,Merced,0.4071708,0.5686464,378,2.0,150175.79186,159505.20362,164229.208333,172789.583333,,,,,159275.083333,161220.625,,,,,,,,,165650.041667,171952.083333
311,668.0,Weaver Union,Merced,95341,Merced,0.3278195,0.3601533,638,1.0,150175.79186,159505.20362,164229.208333,172789.583333,,,,,159275.083333,161220.625,,,,,,,,,165650.041667,171952.083333
312,843.0,Merced County Office Of Education,Merced,95341,Merced,0.1082921,0.0965568,835,0.0,150175.79186,159505.20362,164229.208333,172789.583333,,,,,159275.083333,161220.625,,,,,,,,,165650.041667,171952.083333
313,,Merced County ROP,Merced,95341,Merced,(n/a),(n/a),(n/a),,150175.79186,159505.20362,164229.208333,172789.583333,,,,,159275.083333,161220.625,,,,,,,,,165650.041667,171952.083333
314,215.0,Culver City Unified,Culver City,90232,Los Angeles,0.7022511,0.7870541,128,4.0,969250.0,,,,,,,,,,,,,,,,,,,
315,216.0,William S. Hart Union High,Santa Clarita,91350,Los Angeles,0.7022414,0.692855,225,4.0,465956.355409,469304.166667,475022.875,511784.958333,,,,,418441.791667,457991.125,509634.166667,552980.166667,,,375358.208333,394501.916667,,,501514.083333,544052.083333
316,,Hart ROP,Santa Clarita,91350,Los Angeles,(n/a),(n/a),(n/a),,465956.355409,469304.166667,475022.875,511784.958333,,,,,418441.791667,457991.125,509634.166667,552980.166667,,,375358.208333,394501.916667,,,501514.083333,544052.083333
317,217.0,Berkeley Unified,Berkeley,94702,Alameda,0.7013632,0.7142177,203,4.0,845000.0,902352.9412,,,,,,,,,,,,,,,,,,
318,219.0,San Marcos Unified,San Marcos,92069,San Diego,0.7007662,0.665038,257,4.0,484968.75,497750.0,503890.833333,514193.125,,,,,448764.583333,468759.583333,556570.833333,586918.75,,,,,,,542925.416667,548322.5
319,220.0,Columbia Elementary,Redding,96003,Shasta,0.7002541,0.7505853,162,4.0,243500.0,243916.666667,281437.5,288033.25,,,,,260104.166667,265441.666667,381537.5,388266.666667,,,,,,,279547.916667,290329.125
320,560.0,Gateway Unified,Redding,96003,Shasta,0.4339726,0.432403,551,2.0,243500.0,243916.666667,281437.5,288033.25,,,,,260104.166667,265441.666667,381537.5,388266.666667,,,,,,,279547.916667,290329.125
321,222.0,East Whittier City Elementary,Whittier,90605,Los Angeles,0.7000965,0.6790502,237,4.0,428123.82353,440449.32126,444475.0,470624.916667,,,,,420219.833333,455570.833333,,,,,,,,,445087.458333,475900.083333
322,391.0,Whittier Union High,Whittier,90605,Los Angeles,0.5401174,0.5378403,414,3.0,428123.82353,440449.32126,444475.0,470624.916667,,,,,420219.833333,455570.833333,,,,,,,,,445087.458333,475900.083333
323,735.0,South Whittier Elementary,Whittier,90605,Los Angeles,0.2701567,0.2760215,716,1.0,428123.82353,440449.32126,444475.0,470624.916667,,,,,420219.833333,455570.833333,,,,,,,,,445087.458333,475900.083333
324,223.0,Chula Vista Elementary,Chula Vista,91910,San Diego,0.6975606,0.6679037,254,4.0,429052.083333,437495.833333,430029.166667,470141.666667,,,,,405004.166667,446687.5,526098.0,552995.833333,,,,,,,477994.75,506214.375
325,224.0,Knights Ferry Elementary,Knights Ferry,95361,Stanislaus,0.6973848,0.8218881,101,4.0,288229.166667,291366.44796,319811.375,346115.833333,,,,,305110.625,326478.541667,368685.291667,400975.75,,,,,,,322948.708333,349602.041667
326,456.0,Oakdale Joint Unified,Oakdale,95361,Stanislaus,0.4961123,0.4575131,520,2.0,288229.166667,291366.44796,319811.375,346115.833333,,,,,305110.625,326478.541667,368685.291667,400975.75,,,,,,,322948.708333,349602.041667
327,669.0,Valley Home Joint Elementary,Valley Home,95361,Stanislaus,0.3269128,0.4610932,511,1.0,288229.166667,291366.44796,319811.375,346115.833333,,,,,305110.625,326478.541667,368685.291667,400975.75,,,,,,,322948.708333,349602.041667
328,225.0,Rincon Valley Union Elementary,Santa Rosa,95405,Sonoma,0.6971934,0.7571636,157,4.0,465947.916667,483870.833333,508577.916667,527912.5,,,,,,,,,,,,,,,530547.916667,563804.041667
329,,Bennett Valley Union Elementary,Santa Rosa,95405,Sonoma,(n/a),(n/a),(n/a),,465947.916667,483870.833333,508577.916667,527912.5,,,,,,,,,,,,,,,530547.916667,563804.041667
330,226.0,Carpinteria Unified,Carpinteria,93013,Santa Barbara,0.6962768,0.5661762,384,4.0,757294.117633,721500.0,803000.0,842037.5,,,,,,,,,,,,,,,,
331,227.0,Arcata Elementary,Arcata,95521,Humboldt,0.6962001,0.6670806,256,4.0,274000.0,300000.0,,,,,,,,,,,,,,,,,,
332,313.0,Pacific Union Elementary,Arcata,95521,Humboldt,0.6001148,0.6159204,308,3.0,274000.0,300000.0,,,,,,,,,,,,,,,,,,
333,228.0,Fallbrook Union Elementary,Fallbrook,92028,San Diego,0.6955472,0.7186437,198,4.0,464887.5,482641.666667,599016.666667,601745.791667,,,397728.833333,439166.041667,556891.666667,574779.166667,707525.0,701829.166667,,,,,,,608769.833333,607908.25
334,429.0,Fallbrook Union High,Fallbrook,92028,San Diego,0.5184279,0.5137568,450,3.0,464887.5,482641.666667,599016.666667,601745.791667,,,397728.833333,439166.041667,556891.666667,574779.166667,707525.0,701829.166667,,,,,,,608769.833333,607908.25
335,436.0,Vallecitos Elementary,Fallbrook,92028,San Diego,0.5106617,0.4860852,478,2.0,464887.5,482641.666667,599016.666667,601745.791667,,,397728.833333,439166.041667,556891.666667,574779.166667,707525.0,701829.166667,,,,,,,608769.833333,607908.25
336,231.0,Plaza Elementary,Orland,95963,Glenn,0.6925428,0.6697086,251,4.0,228500.0,,238666.666667,241925.0,,,,,232183.333333,241525.0,,,,,,,,,238666.666667,241925.0
337,248.0,Lake Elementary,Orland,95963,Glenn,0.6689812,0.676851,241,4.0,228500.0,,238666.666667,241925.0,,,,,232183.333333,241525.0,,,,,,,,,238666.666667,241925.0
338,357.0,Capay Joint Union Elementary,Orland,95963,Glenn,0.5693455,0.4826056,480,3.0,228500.0,,238666.666667,241925.0,,,,,232183.333333,241525.0,,,,,,,,,238666.666667,241925.0
339,727.0,Orland Joint Unified,Orland,95963,Glenn,0.2767919,0.2628925,733,1.0,228500.0,,238666.666667,241925.0,,,,,232183.333333,241525.0,,,,,,,,,238666.666667,241925.0
340,232.0,Burbank Unified,Burbank,91506,Los Angeles,0.6924151,0.6630971,261,4.0,681426.4706,677500.0,712758.333333,741805.25,,,,,,,,,,,,,,,733041.666667,753744.875
341,234.0,ABC Unified,Cerritos,90703,Los Angeles,0.6903569,0.6902802,227,4.0,626696.153844,656946.323533,642247.0,687986.875,,,,,,,693324.166667,735394.958333,,,,,,,669312.5,713491.666667
342,,Southeast ROP,Cerritos,90703,Los Angeles,(n/a),(n/a),(n/a),,626696.153844,656946.323533,642247.0,687986.875,,,,,,,693324.166667,735394.958333,,,,,,,669312.5,713491.666667
343,239.0,Benicia Unified,Benicia,94510,Solano,0.6796283,0.7308899,186,4.0,479191.666667,486916.666667,500383.333333,552783.291667,,,,,,,,,,,,,,,552975.0,606491.583333
344,240.0,Jefferson Elementary,Tracy,95377,San Joaquin,0.6789693,0.6930231,224,4.0,417016.666667,435175.0,420860.416667,458820.416667,,,,,,,,,,,,,,,420860.416667,458741.25
345,242.0,Mammoth Unified,Mammoth Lakes,93546,Mono,0.6761304,0.6769094,240,4.0,327827.083333,338365.0,409608.291667,458562.5,235566.666667,251812.5,370170.833333,382795.833333,605991.666667,597379.166667,915635.714286,869525.0,,,353950.0,369012.5,,,710345.791667,703763.416667
346,243.0,Newport-Mesa Unified,Costa Mesa,92626,Orange,0.6759334,0.6638728,258,4.0,644666.666667,698250.0,703178.916667,750990.25,,,,,664099.958333,714116.583333,749675.0,806283.333333,,,,,,,725945.833333,772339.75
347,,Coastline ROP,Costa Mesa,92626,Orange,(n/a),(n/a),(n/a),,644666.666667,698250.0,703178.916667,750990.25,,,,,664099.958333,714116.583333,749675.0,806283.333333,,,,,,,725945.833333,772339.75
348,,SBE - Magnolia Science Academy Santa Ana,Costa Mesa,92626,Orange,(n/a),(n/a),(n/a),,644666.666667,698250.0,703178.916667,750990.25,,,,,664099.958333,714116.583333,749675.0,806283.333333,,,,,,,725945.833333,772339.75
349,246.0,Tustin Unified,Tustin,92780,Orange,0.6724487,0.6849023,232,4.0,517602.324145,538609.27602,,,,,324522.222222,333561.583333,,,,706895.25,,,,330766.666667,,,603924.5,671857.916667
350,247.0,Fullerton Elementary,Fullerton,92833,Orange,0.6715748,0.6526716,276,4.0,507550.0,546525.0,547540.291667,581687.5,,,,,529349.583333,552127.083333,735657.5,736483.333333,,,462320.0,473581.833333,,,649403.625,680845.333333
351,284.0,Fullerton Joint Union High,Fullerton,92833,Orange,0.625428,0.6358179,287,3.0,507550.0,546525.0,547540.291667,581687.5,,,,,529349.583333,552127.083333,735657.5,736483.333333,,,462320.0,473581.833333,,,649403.625,680845.333333
352,249.0,Claremont Unified,Claremont,91711,Los Angeles,0.6677708,0.704241,212,4.0,595533.333333,596188.57466,633932.333333,642477.583333,,,,,561246.583333,561620.0,686326.583333,710008.75,,,,,,,665920.333333,680507.833333
353,,Baldy View ROP,Claremont,91711,Los Angeles,(n/a),(n/a),(n/a),,595533.333333,596188.57466,633932.333333,642477.583333,,,,,561246.583333,561620.0,686326.583333,710008.75,,,,,,,665920.333333,680507.833333
354,251.0,Corona-Norco Unified,Norco,92860,Riverside,0.6663533,0.656433,271,4.0,496918.024133,498671.71946,518220.666667,535812.5,,,,,469774.791667,461262.5,531497.916667,562108.25,,,,,,,518262.333333,536020.833333
355,254.0,Chicago Park Elementary,Grass Valley,95945,Nevada,0.6647772,0.6535513,275,4.0,300479.166667,311822.32126,352333.333333,357762.416667,,,,,362741.666667,372725.0,,,,,,,,,353895.833333,362700.0
356,298.0,Nevada Joint Union High,Grass Valley,95945,Nevada,0.6109169,0.620727,300,3.0,300479.166667,311822.32126,352333.333333,357762.416667,,,,,362741.666667,372725.0,,,,,,,,,353895.833333,362700.0
357,312.0,Union Hill Elementary,Grass Valley,95945,Nevada,0.6001473,0.5931134,340,3.0,300479.166667,311822.32126,352333.333333,357762.416667,,,,,362741.666667,372725.0,,,,,,,,,353895.833333,362700.0
358,332.0,Grass Valley Elementary,Grass Valley,95945,Nevada,0.5839484,0.6178077,304,3.0,300479.166667,311822.32126,352333.333333,357762.416667,,,,,362741.666667,372725.0,,,,,,,,,353895.833333,362700.0
359,255.0,Heber Elementary,Heber,92249,Imperial,0.66148,0.5932426,339,4.0,,,,,,,,,,,,,,,,,,,,
360,257.0,Butteville Union Elementary,Edgewood,96094,Siskiyou,0.6604059,0.6671611,255,4.0,165000.0,157500.0,202608.333333,212108.333333,,,,,,,,,,,,,,,202970.833333,212108.333333
361,258.0,Jefferson Union High,Daly City,94015,San Mateo,0.6601435,0.5988994,324,4.0,668237.5,764708.333333,709357.333333,761453.5,,,,,,,,,,,,,,,755650.583333,813573.958333
362,353.0,Jefferson Elementary,Daly City,94015,San Mateo,0.5703411,0.5962985,333,3.0,668237.5,764708.333333,709357.333333,761453.5,,,,,,,,,,,,,,,755650.583333,813573.958333
363,259.0,Ventura Unified,Ventura,93001,Ventura,0.6542306,0.6539223,274,4.0,508570.324283,584341.34615,678579.166667,656612.333333,,,,,,,,,,,499000.0,449760.416667,,,786695.833333,833283.333333
364,261.0,Chino Valley Unified,Chino,91710,San Bernardino,0.6500424,0.660021,264,4.0,414329.166667,427145.833333,462755.0,472374.958333,,,290655.444444,307516.458333,410733.333333,425723.5,499115.166667,505661.0,607129.75,635297.0,292287.5,313717.958333,,,492953.75,499844.541667
365,264.0,Little Lake City Elementary,Santa Fe Springs,90670,Los Angeles,0.6460919,0.6050372,315,3.0,387179.487167,430000.0,,,,,,,,,,,,,,,,,,
366,265.0,Atascadero Unified,Atascadero,93422,San Luis Obispo,0.6455076,0.6337156,288,3.0,428345.833333,421225.0,477483.333333,504025.0,,,,,446129.166667,485818.75,,,,,,,,,511470.833333,535273.0
367,266.0,Orchard Elementary,San Jose,95131,Santa Clara,0.6444463,0.6583386,267,3.0,708664.657755,778609.27602,,,,,,,,,,,,,,,,,,
368,341.0,Santa Clara County Office Of Education,San Jose,95131,Santa Clara,0.579126,0.5663431,383,3.0,708664.657755,778609.27602,,,,,,,,,,,,,,,,,,
369,267.0,Chaffey Joint Union High,Ontario,91762,San Bernardino,0.6444227,0.6634317,260,3.0,311750.0,323583.333333,353085.25,367229.041667,,,235570.208333,254777.625,347525.5,364620.833333,415661.958333,439650.416667,,,205974.833333,226770.708333,,,373640.375,388940.708333
370,693.0,Ontario-Montclair,Ontario,91762,San Bernardino,0.3115122,0.2697003,727,1.0,311750.0,323583.333333,353085.25,367229.041667,,,235570.208333,254777.625,347525.5,364620.833333,415661.958333,439650.416667,,,205974.833333,226770.708333,,,373640.375,388940.708333
371,268.0,Garden Grove Unified,Garden Grove,92840,Orange,0.6444165,0.605333,314,3.0,431186.240236,480971.04072,482850.0,504383.333333,,,,,480978.666667,508325.0,,,,,,,,,509354.166667,540428.5
372,271.0,Live Oak Elementary,Santa Cruz,95062,Santa Cruz,0.6406973,0.6730902,248,3.0,696751.58371,739862.66968,783241.625,798491.666667,,,,,785937.375,829727.083333,,,,,,,,,,
373,272.0,Travis Unified,Fairfield,94533,Solano,0.6406883,0.6405965,284,3.0,277033.333333,309933.333333,317702.083333,336972.833333,,,,,269837.5,296350.333333,382267.791667,394579.166667,,,,,,,335258.291667,351704.083333
374,,Solano County ROP,Fairfield,94533,Solano,(n/a),(n/a),(n/a),,277033.333333,309933.333333,317702.083333,336972.833333,,,,,269837.5,296350.333333,382267.791667,394579.166667,,,,,,,335258.291667,351704.083333
375,275.0,Morgan Hill Unified,Morgan Hill,95037,Santa Clara,0.636739,0.6545912,272,3.0,747329.166667,761833.333333,845072.416667,892609.0,,,,,721081.833333,727098.666667,917762.25,993590.25,,,,,,,868064.833333,934567.375
376,276.0,Menifee Union Elementary,Menifee,92584,Riverside,0.6357764,0.6288782,291,3.0,312312.5,327170.833333,337556.125,352219.5,,,324008.333333,333586.666667,310404.166667,325186.958333,341277.041667,359015.625,378582.541667,400662.458333,,,,,337493.625,352223.666667
377,277.0,Cottonwood Union Elementary,Cottonwood,96022,Shasta,0.6356525,0.6945422,222,3.0,227250.0,222051.282067,263375.0,259928.75,,,,,235625.0,254695.833333,,,,,,,,,264368.75,259928.75
378,,Evergreen Union,Cottonwood,96022,Tehama,(n/a),(n/a),(n/a),,227250.0,222051.282067,263375.0,259928.75,,,,,235625.0,254695.833333,,,,,,,,,264368.75,259928.75
379,281.0,Pond Union Elementary,Wasco,93280,Kern,0.6288844,0.577661,366,3.0,,196176.4706,197158.0,176299.916667,,,,,,,,,,,,,,,197158.0,176299.916667
380,612.0,Wasco Union High,Wasco,93280,Kern,0.3962818,0.3546773,645,1.0,,196176.4706,197158.0,176299.916667,,,,,,,,,,,,,,,197158.0,176299.916667
381,803.0,Wasco Union Elementary,Wasco,93280,Kern,0.1661866,0.1406235,814,0.0,,196176.4706,197158.0,176299.916667,,,,,,,,,,,,,,,197158.0,176299.916667
382,855.0,Semitropic Elementary,Wasco,93280,Kern,0.0667386,0.0980463,834,0.0,,196176.4706,197158.0,176299.916667,,,,,,,,,,,,,,,197158.0,176299.916667
383,,North Kern Vocational Training Center,Wasco,93280,Kern,(n/a),(n/a),(n/a),,,196176.4706,197158.0,176299.916667,,,,,,,,,,,,,,,197158.0,176299.916667
384,283.0,Paradise Elementary,Modesto,95358,Stanislaus,0.6268905,0.5981091,326,3.0,182726.187775,208161.387633,195460.416667,228806.083333,,,,,,,,,,,,,,,195460.416667,228806.083333
385,337.0,Hart-Ransom Union Elementary,Modesto,95358,Stanislaus,0.5799496,0.5577601,390,3.0,182726.187775,208161.387633,195460.416667,228806.083333,,,,,,,,,,,,,,,195460.416667,228806.083333
386,704.0,Shiloh Elementary,Modesto,95358,Stanislaus,0.3006102,0.4485064,531,1.0,182726.187775,208161.387633,195460.416667,228806.083333,,,,,,,,,,,,,,,195460.416667,228806.083333
387,286.0,Ojai Unified,Ojai,93023,Ventura,0.6244844,0.5319039,421,3.0,603191.812775,648858.6369,808291.666667,871079.083333,,,,,715125.0,736854.166667,,,,,,,,,816604.166667,895161.666667
388,288.0,Campbell Union,Campbell,95008,Santa Clara,0.624084,0.6193732,301,3.0,891629.166667,1027750.0,906374.166667,1039018.91667,,,,,925084.272727,986997.916667,,,,,,,,,1013125.83333,1179170.45833
389,289.0,Orcutt Union Elementary,Orcutt,93455,Santa Barbara,0.6239925,0.5966249,332,3.0,355391.666667,388800.0,402779.166667,391212.416667,,,,,384561.666667,381316.666667,491681.590909,473007.333333,,,,,,,428704.166667,404312.5
390,611.0,Santa Maria Joint Union High,Santa Maria,93455,Santa Barbara,0.3977495,0.3799399,611,1.0,355391.666667,388800.0,402779.166667,391212.416667,,,,,384561.666667,381316.666667,491681.590909,473007.333333,,,,,,,428704.166667,404312.5
391,290.0,Summerville Elementary,Tuolumne,95379,Tuolumne,0.6211069,0.5829967,357,3.0,,,,,,,,,,,,,,,,,,,,
392,,Summerville Union High,Tuolumne,95379,Tuolumne,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
393,292.0,SBE - Ingenium Charter,Canoga Park,91304,Los Angeles,0.6148372,0.3206394,670,3.0,517437.5,556442.39818,525016.416667,584497.916667,,,,,480729.125,526797.125,665735.416667,721768.625,,,,,,,,
394,293.0,Siskiyou Union High,Mount Shasta,96067,Siskiyou,0.6135029,0.6503251,278,3.0,,,340145.833333,338000.0,,,,,,,,,,,,,,,353333.333333,348037.5
395,832.0,Weed Union Elementary,Mount Shasta,96067,Siskiyou,0.1280152,0.2472979,754,0.0,,,340145.833333,338000.0,,,,,,,,,,,,,,,353333.333333,348037.5
396,,Mt. Shasta Union Elementary,Mount Shasta,96067,Siskiyou,(n/a),(n/a),(n/a),,,,340145.833333,338000.0,,,,,,,,,,,,,,,353333.333333,348037.5
397,294.0,Magnolia Elementary,Anaheim,92804,Orange,0.612643,0.6089655,311,3.0,454804.166667,483158.333333,465066.625,509086.416667,,,,,469087.416667,509941.666667,498102.666667,542565.666667,,,,,,,485937.5,527057.916667
398,297.0,Savanna Elementary,Anaheim,92804,Orange,0.6114125,0.5799353,361,3.0,454804.166667,483158.333333,465066.625,509086.416667,,,,,469087.416667,509941.666667,498102.666667,542565.666667,,,,,,,485937.5,527057.916667
399,295.0,Alview-Dairyland Union Elementary,Chowchilla,93610,Madera,0.61243,0.6732473,247,3.0,204808.2353,188930.14705,214362.416667,241822.875,,,,,,,,,,,,,,,214362.416667,240616.625
400,461.0,Chowchilla Union High,Chowchilla,93610,Madera,0.4941291,0.5162581,447,2.0,204808.2353,188930.14705,214362.416667,241822.875,,,,,,,,,,,,,,,214362.416667,240616.625
401,,Chowchilla Elementary,Chowchilla,93610,Madera,(n/a),(n/a),(n/a),,204808.2353,188930.14705,214362.416667,241822.875,,,,,,,,,,,,,,,214362.416667,240616.625
402,299.0,Downey Unified,Downey,90241,Los Angeles,0.6107012,0.5970089,330,3.0,516930.833871,535180.14705,530741.666667,568033.333333,,,,,514698.75,538145.0,,,,,,,,,561908.333333,597895.666667
403,301.0,Yosemite Unified,Oakhurst,93644,Madera,0.6084944,0.5502094,399,3.0,216481.900467,200153.84615,304012.5,276887.5,,,,,287195.833333,270937.5,,,,,,,,,304112.5,283112.083333
404,361.0,Bass Lake Joint Union Elementary,Oakhurst,93644,Madera,0.5671834,0.5900387,344,3.0,216481.900467,200153.84615,304012.5,276887.5,,,,,287195.833333,270937.5,,,,,,,,,304112.5,283112.083333
405,302.0,Wheatland Union High,Wheatland,95692,Yuba,0.6081213,0.6843421,234,3.0,,,,,,,,,,,,,,,,,,,,
406,317.0,Wheatland,Wheatland,95692,Yuba,0.595661,0.6757675,243,3.0,,,,,,,,,,,,,,,,,,,,
407,303.0,Charter Oak Unified,Covina,91724,Los Angeles,0.607974,0.5733611,372,3.0,454145.7862,486639.705883,521817.125,552010.416667,,,,,470968.666667,500545.333333,,,,,,,,,582933.375,613072.416667
408,304.0,Fall River Joint Unified,Burney,96013,Shasta,0.6034574,0.5673134,381,3.0,,,123525.0,132712.5,,,,,,,,,,,,,,,123525.0,132712.5
409,305.0,Franklin-McKinley Elementary,San Jose,95112,Santa Clara,0.603262,0.5731076,373,3.0,605916.670091,632333.333333,596894.666667,637240.166667,,,,,,,,,,,,,,,641162.0,681269.333333
410,306.0,Simi Valley Unified,Simi Valley,93065,Ventura,0.6029095,0.6080124,312,3.0,488029.166667,507625.0,540008.291667,571787.458333,,,,,478168.75,509854.0,614174.958333,639929.166667,803352.0,835693.166667,414997.416667,429185.416667,,,600760.333333,627900.833333
411,307.0,General Shafter Elementary,Bakersfield,93313,Kern,0.6023706,0.448733,530,3.0,209183.333333,214258.333333,253569.0,248327.083333,,,,,221364.541667,214888.75,274932.666667,275182.083333,,,,,,,254640.333333,250795.416667
412,522.0,Panama-Buena Vista Union,Bakersfield,93313,Kern,0.4633578,0.4446027,536,2.0,209183.333333,214258.333333,253569.0,248327.083333,,,,,221364.541667,214888.75,274932.666667,275182.083333,,,,,,,254640.333333,250795.416667
413,308.0,Lakeside Union Elementary,Lakeside,92040,San Diego,0.6020417,0.598068,327,3.0,426420.279718,429850.0,450215.833333,478399.583333,,,,208404.545455,432070.416667,452025.666667,,,,,,,,,467149.375,494549.75
414,309.0,Mupu Elementary,Santa Paula,93060,Ventura,0.6017463,0.569732,376,3.0,301500.0,374381.5988,406433.25,455370.833333,,,,,,,,,,,,,,,423899.958333,480379.166667
