,Rank2016,District,City,RegionName,County,Score2016,Score2015,Rank2015,SchoolDiggerRating,sold_15,sold_16,list_15,list_16,one_15,one_16,two_15,two_16,thre_15,thre_16,four_15,four_16,five_15,five_16,cond_15,cond_16,trip_15,trip_16,sfr_15,sfr_16
415,726.0,Santa Paula Unified,Santa Paula,93060,Ventura,0.2776646,0.3091522,687,1.0,301500.0,374381.5988,406433.25,455370.833333,,,,,,,,,,,,,,,423899.958333,480379.166667
416,,Santa Clara Elementary,Santa Paula,93060,Ventura,(n/a),(n/a),(n/a),,301500.0,374381.5988,406433.25,455370.833333,,,,,,,,,,,,,,,423899.958333,480379.166667
417,310.0,Blochman Union Elementary,Santa Maria,93454,Santa Barbara,0.6014839,0.5295754,425,3.0,289283.6487,317433.823525,312825.0,338037.5,,,,,311278.208333,334745.208333,,,,,,,,,330552.083333,363750.0
418,796.0,Santa Maria-Bonita,Santa Maria,93454,Santa Barbara,0.177334,0.1736105,795,0.0,289283.6487,317433.823525,312825.0,338037.5,,,,,311278.208333,334745.208333,,,,,,,,,330552.083333,363750.0
419,311.0,South San Francisco Unified,South San Francisco,94080,San Mateo,0.6012474,0.6110243,310,3.0,732395.833333,767700.0,702926.583333,784965.166667,,,,,721716.166667,797405.25,,,,,,,,,762019.333333,808838.083333
420,314.0,Camino Union Elementary,Camino,95709,El Dorado,0.5976291,0.656596,270,3.0,,,,,,,,,,,,,,,,,,,,
421,315.0,Gilroy Unified,Gilroy,95020,Santa Clara,0.5971028,0.5895612,347,3.0,612520.833333,652250.0,674589.5,720971.458333,,,,,601375.5,625824.166667,709327.0,756724.625,892362.666667,915507.208333,,,,,685765.0,736501.375
422,318.0,San Gabriel Unified,San Gabriel,91776,Los Angeles,0.5944491,0.5937845,336,3.0,488000.0,533757.91855,545453.666667,630074.166667,,,,,,,,,,,,,,,581293.666667,657227.208333
423,321.0,Forestville Union Elementary,Forestville,95436,Sonoma,0.5910263,0.5886928,348,3.0,400000.0,,,,,,,,,,,,,,,,,,,
424,326.0,Monrovia Unified,Monrovia,91016,Los Angeles,0.5894538,0.586648,352,3.0,535931.25,569625.0,590822.916667,618895.833333,,,468429.166667,518166.666667,596110.416667,607477.333333,,,,,,,,,666027.666667,690298.75
425,327.0,Soulsbyville Elementary,Soulsbyville,95372,Tuolumne,0.5881499,0.6230113,297,3.0,,,,,,,,,,,,,,,,,,,,
426,328.0,Central Elementary,Rancho Cucamonga,91730,San Bernardino,0.5874455,0.6162232,306,3.0,358354.166667,373875.0,373266.916667,401706.916667,,,276684.75,290599.916667,371153.583333,402416.25,435291.666667,448904.166667,,,298653.166667,312841.166667,,,399192.125,427812.416667
427,648.0,Cucamonga Elementary,Rancho Cucamonga,91730,San Bernardino,0.3577932,0.3660553,630,1.0,358354.166667,373875.0,373266.916667,401706.916667,,,276684.75,290599.916667,371153.583333,402416.25,435291.666667,448904.166667,,,298653.166667,312841.166667,,,399192.125,427812.416667
428,329.0,San Diego Unified,San Diego,92103,San Diego,0.5870717,0.5800034,360,3.0,570868.181818,519366.666667,,,,,542116.666667,619033.166667,,,,,,,487833.333333,523616.666667,,,1050495.0,1224083.25
429,330.0,Martinez Unified,Martinez,94553,Contra Costa,0.5854613,0.639723,285,3.0,467425.0,485516.666667,518997.291667,556046.666667,,,,,502130.583333,521491.666667,626850.0,664413.25,,,,,,,533541.25,577031.083333
430,331.0,Oxnard Union High,Oxnard,93030,Ventura,0.5839744,0.5259831,430,3.0,415219.395309,399067.10406,431995.416667,453082.5,,,,,,,,,,,,,,,464220.833333,478891.666667
431,831.0,Oxnard,Oxnard,93030,Ventura,0.1280528,0.1406132,815,0.0,415219.395309,399067.10406,431995.416667,453082.5,,,,,,,,,,,,,,,464220.833333,478891.666667
432,333.0,San Bruno Park Elementary,San Bruno,94066,San Mateo,0.583801,0.6272942,294,3.0,669590.0,792000.0,,803585.454545,,,,,,,,,,,,,,,,
433,335.0,Elk Grove Unified,Elk Grove,95624,Sacramento,0.5818389,0.58958,346,3.0,331583.333333,343625.0,361382.333333,376516.666667,,,,,304304.166667,323403.666667,381479.166667,385632.916667,,,,,,,363966.125,377967.166667
434,336.0,Imperial Unified,Imperial,92251,Imperial,0.5809326,0.6212065,299,3.0,218510.736327,215316.176475,229084.791667,245572.291667,,,,,,,,,,,,,,,229712.916667,246719.583333
435,338.0,Chico Unified,Chico,95928,Butte,0.5797904,0.6041597,316,3.0,284204.166667,294370.0,321991.666667,322400.0,,,,,319037.5,328647.916667,,,,,,,,,338020.833333,334147.5
436,340.0,Covina-Valley Unified,Covina,91723,Los Angeles,0.5791561,0.5725137,375,3.0,,440000.0,442238.9,457243.166667,,,,,,,,,,,,,,,,
437,342.0,Upland Unified,Upland,91786,San Bernardino,0.5786181,0.584609,355,3.0,407800.0,403695.833333,418522.5,434436.5,,,327450.0,325310.416667,408662.458333,408629.166667,470270.791667,493782.791667,,,,,,,430982.5,448867.5
438,343.0,Folsom-Cordova Unified,Rancho Cordova,95742,Sacramento,0.578343,0.6036755,317,3.0,354543.875243,386591.911775,384139.583333,402109.666667,,,,,,,,,,,,,,,384141.666667,402109.666667
439,346.0,West Covina Unified,West Covina,91790,Los Angeles,0.5770041,0.6148683,309,3.0,451578.833578,474694.3439,455430.666667,483103.666667,,,,,443654.166667,478760.416667,,,,,,,,,455054.666667,484441.625
440,,East San Gabriel Valley ROP,West Covina,91790,Los Angeles,(n/a),(n/a),(n/a),,451578.833578,474694.3439,455430.666667,483103.666667,,,,,443654.166667,478760.416667,,,,,,,,,455054.666667,484441.625
441,347.0,Mountain View Elementary,Ontario,91761,San Bernardino,0.5756297,0.6008083,321,3.0,348654.166667,372350.0,375941.666667,402512.0,,,252854.166667,255537.416667,349487.125,371631.083333,413370.791667,434207.0,,,,,,,398503.333333,425151.166667
442,350.0,Lucia Mar Unified,Arroyo Grande,93420,San Luis Obispo,0.5710348,0.5764879,368,3.0,606479.166667,563808.333333,735104.125,687016.666667,,,,373622.727273,680720.833333,612650.0,917924.916667,938837.5,,,,,,,769691.666667,778429.083333
443,351.0,San Francisco Unified,San Francisco,94102,San Francisco,0.5706179,0.5967842,331,3.0,832900.452467,,,,,,,,,,,,,,,,,,,
444,,San Francisco County Office Of Education,San Francisco,94102,San Francisco,(n/a),(n/a),(n/a),,832900.452467,,,,,,,,,,,,,,,,,,,
445,,San Francisco County ROP,San Francisco,94102,San Francisco,(n/a),(n/a),(n/a),,832900.452467,,,,,,,,,,,,,,,,,,,
446,,SBE - San Francisco Flex Academy,San Francisco,94102,San Francisco,(n/a),(n/a),(n/a),,832900.452467,,,,,,,,,,,,,,,,,,,
447,352.0,Orange Unified,Orange,92867,Orange,0.57059,0.5955618,334,3.0,630188.780336,636887.5,649541.583333,707941.666667,,,,,595978.375,633157.666667,728362.5,775516.666667,,,,,,,678917.583333,744665.125
448,354.0,Enterprise Elementary,Redding,96002,Shasta,0.5701109,0.5264833,429,3.0,219954.11765,207228.2353,231829.166667,235737.5,,,,,216033.333333,219925.0,338437.5,346154.166667,,,,,,,235137.5,238083.333333
449,526.0,Pacheco Union Elementary,Redding,96002,Shasta,0.4598265,0.4439967,537,2.0,219954.11765,207228.2353,231829.166667,235737.5,,,,,216033.333333,219925.0,338437.5,346154.166667,,,,,,,235137.5,238083.333333
450,355.0,Vacaville Unified,Vacaville,95687,Solano,0.5700893,0.5896511,345,3.0,332558.333333,360183.333333,356153.666667,388789.583333,,,,264734.090909,335604.166667,369832.791667,396333.333333,431743.333333,,,,,,,357987.5,392360.416667
451,356.0,Springville Union Elementary,Springville,93265,Tulare,0.5697337,0.5695289,377,3.0,,,,,,,,,,,,,,,,,,,,
452,358.0,Dehesa Elementary,El Cajon,92019,San Diego,0.5690398,0.5532557,394,3.0,436600.0,436775.0,470800.0,524027.125,,,267448.333333,283541.583333,443937.375,488825.0,599574.583333,642845.791667,,,,,,,540791.666667,578149.958333
453,359.0,Cabrillo Unified,Half Moon Bay,94019,San Mateo,0.5688064,0.6446056,280,3.0,968943.747427,822529.411767,1191125.0,1180029.83333,,,,,,,,,,,,,,,1225333.33333,1244660.75
454,360.0,Lawndale Elementary,Lawndale,90260,Los Angeles,0.567923,0.5187168,441,3.0,435000.0,485000.0,454183.590909,484104.083333,,,,,,,,,,,,,,,,
455,747.0,Centinela Valley Union High,Lawndale,90260,Los Angeles,0.2578277,0.2729698,720,1.0,435000.0,485000.0,454183.590909,484104.083333,,,,,,,,,,,,,,,,
456,362.0,Ready Springs Union Elementary,Penn Valley,95946,Nevada,0.565216,0.4920731,473,3.0,308598.856211,305019.769983,351146.875,385912.5,,,,,347112.5,379504.166667,,,,,,,,,351146.875,386533.333333
457,375.0,Pleasant Valley Elementary,Penn Valley,95946,Nevada,0.5544971,0.6788879,239,3.0,308598.856211,305019.769983,351146.875,385912.5,,,,,347112.5,379504.166667,,,,,,,,,351146.875,386533.333333
458,,Penn Valley Union Elementary,Penn Valley,95946,Nevada,(n/a),(n/a),(n/a),,308598.856211,305019.769983,351146.875,385912.5,,,,,347112.5,379504.166667,,,,,,,,,351146.875,386533.333333
459,363.0,Mariposa County Unified,Mariposa,95338,Mariposa,0.5651551,0.5278112,428,3.0,248834.84164,191470.588233,253804.166667,285658.333333,,,,,,,,,,,,,,,254820.833333,286529.166667
460,,Mariposa County Office Of Education,Mariposa,95338,Mariposa,(n/a),(n/a),(n/a),,248834.84164,191470.588233,253804.166667,285658.333333,,,,,,,,,,,,,,,254820.833333,286529.166667
461,364.0,Modesto City High,Modesto,95351,Stanislaus,0.5645181,0.5535892,393,3.0,167070.52036,175008.333333,171957.083333,191947.5,,,,,170795.791667,191878.666667,,,,,,,,,171748.75,192024.083333
462,766.0,Modesto City Elementary,Modesto,95351,Stanislaus,0.2338572,0.2527931,749,1.0,167070.52036,175008.333333,171957.083333,191947.5,,,,,170795.791667,191878.666667,,,,,,,,,171748.75,192024.083333
463,367.0,Ventura County Office Of Education,Camarillo,93012,Ventura,0.562509,0.5197353,436,3.0,524583.333333,586791.666667,638704.166667,618608.333333,,,388100.0,404500.0,544066.625,536054.166667,775145.0,844882.916667,,,401500.0,419701.791667,,,,
464,,Ventura County ROP,Camarillo,93012,Ventura,(n/a),(n/a),(n/a),,524583.333333,586791.666667,638704.166667,618608.333333,,,388100.0,404500.0,544066.625,536054.166667,775145.0,844882.916667,,,401500.0,419701.791667,,,,
465,368.0,Hughes-Elizabeth Lakes Union Elementary,Lake Hughes,93532,Los Angeles,0.5622034,0.6824627,235,3.0,,,,,,,,,,,,,,,,,,,,
466,369.0,Sierra Sands Unified,Ridgecrest,93555,Kern,0.5599999,0.5926459,341,3.0,157667.0506,162708.333333,147287.5,173550.0,,,,,139291.666667,151932.5,213155.625,233050.0,,,,,,,154414.166667,175683.333333
467,412.0,SBE - Ridgecrest Charter,Ridgecrest,93555,Kern,0.5285193,0.5127171,452,3.0,157667.0506,162708.333333,147287.5,173550.0,,,,,139291.666667,151932.5,213155.625,233050.0,,,,,,,154414.166667,175683.333333
468,371.0,Three Rivers Union Elementary,Three Rivers,93271,Tulare,0.5576666,0.5600118,388,3.0,,,,,,,,,,,,,,,,,,,,
469,372.0,Hacienda La Puente Unified,City Of Industry,91745,Los Angeles,0.5576594,0.5515336,398,3.0,526541.666667,483879.166667,609932.833333,595340.666667,,,,,478295.791667,479891.666667,682057.5,679261.166667,,,440583.333333,431929.166667,,,644548.5,636777.625
470,377.0,Guerneville Elementary,Guerneville,95446,Sonoma,0.5520553,0.6030716,318,3.0,348091.8552,387500.0,,,,,,,,,,,,,,,,,,
471,379.0,Sanger Unified,Sanger,93657,Fresno,0.5497917,0.5391277,412,3.0,211206.11991,215997.8733,229019.625,252695.416667,,,,,,,,,,,,,,,230985.333333,252333.75
472,380.0,Rowland Unified,Rowland Heights,91748,Los Angeles,0.5496558,0.5319295,420,3.0,559795.833333,556491.666667,677251.75,710079.166667,,,,,517933.208333,504261.75,747007.833333,747287.291667,,,,,,,674398.0,712258.333333
473,381.0,Merced River Union Elementary,Winton,95388,Merced,0.549388,0.4141821,576,3.0,,,,,,,,,,,,,,,,,,,,
474,471.0,Winton,Winton,95388,Merced,0.4917751,0.4565765,522,2.0,,,,,,,,,,,,,,,,,,,,
475,385.0,Ramona City Unified,Ramona,92065,San Diego,0.5467569,0.56861,379,3.0,422697.916667,455375.0,476191.666667,513616.666667,,,,321210.954545,451412.5,482891.666667,539691.666667,563124.958333,,,,,,,483425.0,527783.333333
476,386.0,Western Placer Unified,Lincoln,95648,Placer,0.5460586,0.5427698,404,3.0,356000.0,372041.666667,390724.083333,419016.666667,,,428008.333333,452624.166667,337901.791667,355552.0,387726.208333,417761.25,464520.333333,496560.833333,,,,,394040.833333,422294.166667
477,389.0,Newark Unified,Newark,94560,Alameda,0.5442667,0.5729756,374,3.0,631070.833333,664608.333333,626382.291667,682096.083333,,,,,,678510.636364,,,,,,,,,657244.333333,730793.166667
478,390.0,Mark Twain Union Elementary,Angels Camp,95222,Calaveras,0.5424045,0.5997367,322,3.0,,,,,,,,,,,,,,,,,,,,
479,392.0,Rio Bravo-Greeley Union Elementary,Bakersfield,93314,Kern,0.5400516,0.4767547,491,3.0,317581.25,314708.2353,356944.583333,374185.0,,,,,297009.166667,288977.083333,359680.041667,374573.5,428652.5,457737.5,,,,,357082.0,374185.0
480,395.0,Oak Grove Elementary,San Jose,95119,Santa Clara,0.5386752,0.5395313,410,3.0,752888.1976,794411.7647,,,,,,,,,,,,,,,,,,
481,396.0,Lakeport Unified,Lakeport,95453,Lake,0.5380031,0.7573272,155,3.0,294500.0,270000.0,306295.0,314070.833333,,,,,,,,,,,,,,,309750.0,315150.0
482,,Lake County Office Of Education,Lakeport,95453,Lake,(n/a),(n/a),(n/a),,294500.0,270000.0,306295.0,314070.833333,,,,,,,,,,,,,,,309750.0,315150.0
483,,Lake County ROP,Lakeport,95453,Lake,(n/a),(n/a),(n/a),,294500.0,270000.0,306295.0,314070.833333,,,,,,,,,,,,,,,309750.0,315150.0
484,397.0,Westside Union Elementary,Quartz Hill,93536,Los Angeles,0.5374367,0.585773,353,3.0,268983.333333,286116.666667,281007.083333,315895.416667,,,,,249450.0,276428.333333,293737.5,329763.583333,349261.083333,372069.791667,,,,,283511.25,318909.416667
485,400.0,Black Butte Union Elementary,Shingletown,96088,Shasta,0.5367892,0.5417467,406,3.0,,,200820.0,252608.333333,,,,,,,,,,,,,,,,255654.166667
486,401.0,Fortuna Union High,Fortuna,95540,Humboldt,0.5362035,0.5020843,464,3.0,235366.666667,,,,,,,,,,,,,,,,,,,
487,542.0,Fortuna Elementary,Fortuna,95540,Humboldt,0.4467301,0.4036603,586,2.0,235366.666667,,,,,,,,,,,,,,,,,,,
488,404.0,Twain Harte,Twain Harte,95383,Tuolumne,0.5335912,0.424513,564,3.0,231764.7059,,278633.75,301779.041667,,,,,,,,,,,,,,,268460.208333,301779.041667
489,405.0,Beaumont Unified,Beaumont,92223,Riverside,0.5331257,0.504117,462,3.0,266412.5,282166.666667,290256.0,305694.875,,,253487.875,276635.666667,267083.333333,280464.583333,301097.291667,317843.333333,333368.75,352400.0,,,,,291000.833333,307831.875
490,408.0,Natomas Unified,Sacramento,95834,Sacramento,0.5315362,0.519083,439,3.0,261537.5,272291.666667,282973.291667,330326.583333,,,,,255972.681818,285120.416667,362740.0,385365.625,,,,,,,298320.416667,338645.833333
491,409.0,Colfax Elementary,Colfax,95713,Placer,0.529372,0.5244984,431,3.0,266961.53845,295000.0,393583.333333,425345.791667,,,,,,,,,,,,,,,393687.5,425345.791667
492,413.0,Yucaipa-Calimesa Joint Unified,Yucaipa,92399,San Bernardino,0.5277408,0.5369864,415,3.0,317812.5,305920.833333,354370.833333,354829.166667,,,210754.545455,232502.291667,302550.0,318232.791667,427574.458333,430416.625,492695.791667,516824.5,,,,,358983.333333,357206.416667
493,414.0,Sylvan Union Elementary,Modesto,95350,Stanislaus,0.5266878,0.5237687,434,3.0,205429.916667,224208.333333,222556.208333,245618.875,,,182475.0,199431.25,219884.833333,244348.541667,,,,,,,,,225252.083333,249812.5
494,486.0,Stanislaus Union Elementary,Modesto,95350,Stanislaus,0.4824031,0.5196368,437,2.0,205429.916667,224208.333333,222556.208333,245618.875,,,182475.0,199431.25,219884.833333,244348.541667,,,,,,,,,225252.083333,249812.5
495,415.0,Paso Robles Joint Unified,Paso Robles,93446,San Luis Obispo,0.5254553,0.523774,433,3.0,405264.583333,424058.333333,474125.0,491270.833333,,,290795.833333,288250.0,433454.166667,440583.333333,560137.5,607896.25,,,,,,,479816.666667,499870.833333
496,417.0,Oak Grove Union Elementary,Santa Rosa,95401,Sonoma,0.5245239,0.7117614,204,3.0,394314.70588,408741.666667,412120.833333,460541.666667,,,,,,,,,,,,,,,423183.333333,477752.083333
497,551.0,Santa Rosa High,Santa Rosa,95401,Sonoma,0.4396403,0.4563502,523,2.0,394314.70588,408741.666667,412120.833333,460541.666667,,,,,,,,,,,,,,,423183.333333,477752.083333
498,585.0,Santa Rosa Elementary,Santa Rosa,95401,Sonoma,0.4166701,0.4434816,538,2.0,394314.70588,408741.666667,412120.833333,460541.666667,,,,,,,,,,,,,,,423183.333333,477752.083333
499,418.0,San Miguel Joint Union,San Miguel,93451,San Luis Obispo,0.5243757,0.4611913,510,3.0,,,,,,,,,,,,,,,,,,,,
500,574.0,Pleasant Valley Joint Union Elementary,San Miguel,93451,San Luis Obispo,0.4216545,0.5932646,338,2.0,,,,,,,,,,,,,,,,,,,,
501,419.0,Helendale Elementary,Helendale,92342,San Bernardino,0.5241339,0.4864432,477,3.0,177144.457017,197156.372533,203654.166667,208420.833333,,,,,200612.083333,211870.833333,,,,,,,,,206292.916667,211081.25
502,420.0,Keyes Union,Keyes,95328,Stanislaus,0.5239217,0.5997052,323,3.0,,,,,,,,,,,,,,,,,,,,
503,421.0,Alpine Union Elementary,Alpine,91901,San Diego,0.5237502,0.6176955,305,3.0,515762.316175,503853.5068,631516.666667,653031.333333,,,,,,560791.666667,,,,,,,,,644229.166667,674732.333333
504,422.0,La Mesa-Spring Valley,La Mesa,91942,San Diego,0.5222202,0.5292057,426,3.0,418679.166667,424400.0,437845.833333,469075.0,,,,,449683.333333,480516.166667,,,,,,,,,463670.833333,499018.333333
505,423.0,Happy Valley Union Elementary,Anderson,96007,Shasta,0.5218889,0.5483965,402,3.0,184961.727,189655.88236,214950.0,222878.75,,,,,212737.458333,225154.166667,,,,,,,,,214950.0,222632.916667
506,449.0,Anderson Union High,Anderson,96007,Shasta,0.5042074,0.4896198,475,2.0,184961.727,189655.88236,214950.0,222878.75,,,,,212737.458333,225154.166667,,,,,,,,,214950.0,222632.916667
507,,Cascade Union Elementary,Anderson,96007,Shasta,(n/a),(n/a),(n/a),,184961.727,189655.88236,214950.0,222878.75,,,,,212737.458333,225154.166667,,,,,,,,,214950.0,222632.916667
508,427.0,Santa Barbara Unified,Santa Barbara,93101,Santa Barbara,0.5199566,0.5278625,427,3.0,765173.5294,799000.0,,1119818.18182,,,,,,,,,,,,,,,,
509,430.0,Foresthill Union Elementary,Foresthill,95631,Placer,0.515702,0.5972595,329,3.0,361297.134233,,368954.166667,378939.583333,,,,,,,,,,,,,,,372120.833333,378939.583333
510,432.0,Long Beach Unified,Long Beach,90810,Los Angeles,0.5140754,0.5159295,448,3.0,376500.0,363711.53845,342121.041667,372774.916667,,,,,370239.166667,382616.666667,,,,,,,,,354661.833333,383754.166667
511,434.0,Mt. Diablo Unified,Concord,94519,Contra Costa,0.5119419,0.5362351,416,3.0,433519.539282,462833.333333,444108.25,500422.916667,,,,,,,,,,,,,,,447620.833333,500464.583333
512,435.0,Tehachapi Unified,Tehachapi,93561,Kern,0.5109322,0.566522,382,3.0,221741.666667,236066.666667,267242.083333,275553.666667,,,,195318.75,247091.666667,262786.666667,320394.833333,316357.833333,,,,,,,268966.666667,278554.166667
513,438.0,Roberts Ferry Union Elementary,Waterford,95386,Stanislaus,0.5092255,0.3574468,642,2.0,185000.0,,,,,,,,,,,,,,,,,,,
514,488.0,Waterford Unified,Waterford,95386,Stanislaus,0.4808041,0.4551188,525,2.0,185000.0,,,,,,,,,,,,,,,,,,,
515,440.0,Hughson Unified,Hughson,95326,Stanislaus,0.508963,(n/a),(n/a),2.0,,295000.0,,,,,,,,,,,,,,,,,,
516,442.0,El Monte Union High,El Monte,91731,Los Angeles,0.5073385,0.4627313,507,2.0,,,,,,,,,,,,,,,,,,,,
517,469.0,El Monte City,El Monte,91731,Los Angeles,0.4921924,0.4998914,467,2.0,,,,,,,,,,,,,,,,,,,,
518,443.0,Bellflower Unified,Bellflower,90706,Los Angeles,0.5068865,0.5195269,438,2.0,399234.558825,409049.5098,398575.333333,432972.791667,,,328580.0,376387.083333,413647.458333,449266.25,,,,,,,,,419231.666667,451345.0
519,444.0,Sausalito Marin City,Sausalito,94965,Marin,0.506719,0.4252351,563,2.0,1100000.0,1560000.0,,1458000.0,,,,,,,,,,,,,,,,
520,446.0,Cloverdale Unified,Cloverdale,95425,Sonoma,0.5064938,0.5165234,446,2.0,403916.144157,443384.558825,,,,,,,,,,,,,,,,,,
521,447.0,San Jose Unified,San Jose,95126,Santa Clara,0.5058772,0.5024384,463,2.0,696583.333333,734326.38008,690384.916667,762153.666667,,,,,,,,,,,,,,,,
522,452.0,Napa Valley Unified,Napa,94558,Napa,0.5020985,0.539173,411,2.0,516330.0,577056.666667,,,,,497475.0,497079.166667,619270.833333,639560.416667,823200.0,869658.333333,,,,,,,,
523,,Napa County ROP,Napa,94558,Napa,(n/a),(n/a),(n/a),,516330.0,577056.666667,,,,,497475.0,497079.166667,619270.833333,639560.416667,823200.0,869658.333333,,,,,,,,
524,454.0,Shandon Joint Unified,Shandon,93461,San Luis Obispo,0.4977594,0.3750392,620,2.0,,,,,,,,,,,,,,,,,,,,
525,455.0,Lincoln Unified,Stockton,95207,San Joaquin,0.4974702,0.5549719,392,2.0,190291.666667,198937.5,208472.916667,233925.0,,,,,216432.5,238085.416667,,,,,,,,,234572.458333,248432.833333
526,457.0,New Haven Unified,Union City,94587,Alameda,0.4953159,0.5050182,460,2.0,610437.5,662458.333333,646077.791667,716085.0,,,,,,,720632.416667,812408.333333,,,,,,,692809.333333,772725.083333
527,458.0,Merced Union High,Atwater,95301,Merced,0.4952299,0.4644197,503,2.0,204363.26923,208290.196083,226867.5,236200.0,,,,,205300.0,221425.0,255387.375,252604.166667,,,,,,,227380.291667,238075.833333
528,479.0,Atwater Elementary,Atwater,95301,Merced,0.4867255,0.4004205,589,2.0,204363.26923,208290.196083,226867.5,236200.0,,,,,205300.0,221425.0,255387.375,252604.166667,,,,,,,227380.291667,238075.833333
529,460.0,Wright Elementary,Santa Rosa,95407,Sonoma,0.4943974,0.5006722,466,2.0,371993.87255,404541.666667,408056.416667,436306.25,,,,,,,,,,,,,,,422241.666667,450222.875
530,472.0,Roseland,Santa Rosa,95407,Sonoma,0.4914977,0.4453292,534,2.0,371993.87255,404541.666667,408056.416667,436306.25,,,,,,,,,,,,,,,422241.666667,450222.875
531,686.0,Bellevue Union Elementary,Santa Rosa,95407,Sonoma,0.3178254,0.2073862,780,1.0,371993.87255,404541.666667,408056.416667,436306.25,,,,,,,,,,,,,,,422241.666667,450222.875
532,462.0,Banta Elementary,Tracy,95304,San Joaquin,0.4937541,0.4644151,504,2.0,,502882.35295,571507.875,591731.25,,,,,,,,,,,,,,,577941.583333,592356.25
533,759.0,New Jerusalem Elementary,Tracy,95304,San Joaquin,0.2453068,0.3194326,671,1.0,,502882.35295,571507.875,591731.25,,,,,,,,,,,,,,,577941.583333,592356.25
534,464.0,Center Joint Unified,Antelope,95843,Sacramento,0.4931394,0.4352074,549,2.0,266170.833333,283316.666667,270508.333333,299720.833333,,,,,258011.666667,287633.333333,302620.208333,335154.166667,,,,,,,273781.818182,304118.708333
535,465.0,Desert Sands Unified,La Quinta,92253,Riverside,0.4930534,0.476979,489,2.0,380895.833333,386500.0,536575.833333,575745.833333,,,343379.166667,349197.625,494402.041667,514086.916667,984791.833333,957536.875,,,397870.833333,396187.5,,,621528.833333,674062.5
536,468.0,Chualar Union,Chualar,93925,Monterey,0.4928439,0.4296627,556,2.0,,,,,,,,,,,,,,,,,,,,
537,470.0,Holtville Unified,Holtville,92250,Imperial,0.491836,0.4624914,508,2.0,,,,,,,,,,,,,,,,,,,,
538,477.0,Chawanakee Unified,North Fork,93643,Madera,0.4882533,0.412741,580,2.0,,,,,,,,,,,,,,,,,,,,
539,478.0,Yreka Union High,Yreka,96097,Siskiyou,0.487769,(n/a),(n/a),2.0,,,,,,,,,,,,,,,,,,,,
540,,Siskiyou County Office Of Education,Yreka,96097,Siskiyou,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
541,,Siskiyou ROP,Yreka,96097,Siskiyou,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
542,,Yreka Union Elementary,Yreka,96097,Siskiyou,(n/a),(n/a),(n/a),,,,,,,,,,,,,,,,,,,,,
543,480.0,Linden Unified,Linden,95236,San Joaquin,0.4865074,0.3989243,594,2.0,,,,,,,,,,,,,,,,,,,,
544,484.0,Red Bluff Union Elementary,Red Bluff,96080,Tehama,0.4832793,0.4885116,476,2.0,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
545,550.0,Reeds Creek Elementary,Red Bluff,96080,Tehama,0.4396904,0.639667,286,2.0,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
546,659.0,Red Bluff Joint Union High,Red Bluff,96080,Tehama,0.346135,0.3991995,593,1.0,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
547,788.0,Tehama County Office Of Education,Red Bluff,96080,Tehama,0.1954714,(n/a),(n/a),0.0,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
548,,Antelope Elementary,Red Bluff,96080,Tehama,(n/a),(n/a),(n/a),,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
549,,Tehama County ROP,Red Bluff,96080,Tehama,(n/a),(n/a),(n/a),,169056.535944,183771.15385,226336.363636,218691.666667,,,,,234390.363636,219033.25,,,,,,,,,228509.090909,219181.25
550,485.0,Chatom Union,Turlock,95380,Stanislaus,0.4824527,0.5238238,432,2.0,225842.91856,237981.90044,238149.958333,271062.5,,,,,244016.666667,272150.0,,,,,,,,,240162.375,273416.666667
551,588.0,Turlock Unified,Turlock,95380,Stanislaus,0.4153607,0.4312534,554,2.0,225842.91856,237981.90044,238149.958333,271062.5,,,,,244016.666667,272150.0,,,,,,,,,240162.375,273416.666667
552,489.0,Sbc - High Tech High,San Diego,92106,San Diego,0.4807783,0.5529584,395,2.0,893217.320267,929125.0,,1185187.5,,,,,953557.291667,1160479.08333,,,,,,,,,1252100.0,1311374.91667
553,490.0,Borrego Springs Unified,Borrego Springs,92004,San Diego,0.4799472,0.5776985,364,2.0,,187009.803933,242590.0,224491.666667,,,201250.0,186895.833333,,,,,,,,,,,269000.0,243300.0
554,491.0,Visalia Unified,Visalia,93277,Tulare,0.4799362,0.4722551,496,2.0,181079.166667,198441.666667,205945.833333,219412.5,,,,,188433.333333,202445.833333,280037.291667,304097.916667,,,,,,,206720.791667,220370.791667
555,493.0,Windsor Unified,Windsor,95492,Sonoma,0.479584,0.5361274,417,2.0,515427.272727,528606.833333,540604.166667,569766.166667,,,,,,,,,,,,,,,547452.541667,585701.666667
