"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12"
"Oklahoma","OK","Oklahoma City","40","109",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,76500,76200,75000,74900,74900,74800,74900,72900,70000,72250,71500,69900,70000,68950,70750,74900,77000,79900,79900,79900,79500,78950,75500,77995,77900,80000,82900,84900,85000,84900,80000,82500,80900,81000,83000,80000,85000,89800,89850,90000,98200,109700,105000,104999,104999,99900,103400,99900
"San Mateo","CA","San Francisco","06","081",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598000,598000,590000,599888,639000,648500,649000,649999,649000,649000,649000,682000,685000,649000,685000,689000,696500,758940,727000,739250,750000,798000,799888,777500,798000,795000,799499.5,798000,799888,850000,878000,868000,850000,799000,799888,830000,799000,799000
"Snohomish","WA","Seattle","53","061",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179925,177997,164250,169975,174975,181250,185000,189975,194975,199824.5,190000,189975,179925,174500,179972.5,195745,2e+05,206250,204925,219975,219950,223975,229900,224950,224925,210000,216750,215000,224250,234925,245000,244900,239925,239975,239900,246970,249950,250000
"Lake","IL","Chicago","17","097",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,112100,109900,114900,119900,125350,128500,129900,129900,124945,125000,127000,124900,124900,129900,139900,139000,139900,139000,137700,137250,137900,135500,139900,138750,138000,143000,143000,141450,140000,141455,139950,139000,139000,139000,138750,139000,142900,148450,145250,145000,148900,149900,149900,148900,142900,146250,143900,149900
"Dekalb","GA","Atlanta","13","089",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128500,135000,132000,140000,138900,139950,144000,142500,129900,129250,129999,134900,139000,139000,146900,149000,150000,147697.5,144900,139500,125000,125000,125000,133488.5,139999.5,149900,155000,154900,155997.5,159000,159000,165000,164900,159250
"Cobb","GA","Atlanta","13","067",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,110000,115000,109900,112000,119000,113900,117900,120000,125000,123000,123950,125000,125000,124000,119900,120000,125700,129000,129900,129900,129900,126400,125000,129000,129900,129900,134900,130000,134900,134900,135000,138995,139900,144900,143700,144900,150000,149900,149900
"San Joaquin","CA","Stockton","06","077",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,150000,150000,150000,153000,145000,151950,174975,179995,179925,190000,199000,202449,199000,199900,199500
"Will","IL","Chicago","17","197",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127900,129900,129900,129900,134900,135450,139000,134900,138950,139950,137900,129900,134900,144900,144450,144900,136400,139900,139900,139900,143638.5,143750,143850,146450,146000,149900,149990,149900,146900,147200,144900,148990,147500,148500,147900,145495,148250,149900,152245,152900,157404,155000,155000,155900,157500,155000,149700,153900,154900
"Jackson","MO","Kansas City","29","095",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000,55000,50000,52750,55000,59900,63900,65000,68750,65000,63500,60000,57999.5,50000,49999.5,55000,59900,60000,64900,64950,65000,65000,65000,65000,62450,59900,60000,60000,63500,70000,72500,72900,74900,74950,74999,74000,72500,68950
"Norfolk","MA","Boston","25","021",87,264900,285000,284000,269900,265000,259900,264900,269000,269900,264900,260000,259000,264900,259900,251750,259000,259999,259949.5,258694,259900,260000,258350,249900,249900,259900,259900,264900,268200,259900,259900,254900,265000,269900,274900,284900,279000,280000,299900,299900,299900,299000,299900,294950,289000,289000,279000,289000,299700,308000,331450,314900,324900,329900,319900,319900,319900,319900,314900,318888,311061,315900,319900,329900,319900,319900,319900,315000,314900,319900,324900,324900,329000,339950,339000,342450,339900,350000,354990,349000,349000,349900,358450,365000,369900
